full_nameyears,sentence,label,sentiment_label,sentiment_score
2000 Estrada,"begin with, write new history mindanao.",,,
2000 Estrada,"rectify centuries historical wrongs committed successive colonial powers, decades inequity committed successive philippine governments.",,,
2000 Estrada,mindanao traditionally called land promise.,,,
2000 Estrada,romantic name always oneway affair.,,,
2000 Estrada,rest country always expected mindanao fulfill promises them.,,,
2000 Estrada,time rest country fulfill promises mindanao.,,,
2000 Estrada,convert mindanao land fulfillment.,,,
2000 Estrada,let us forget mindanao integral organic part philippines.,,,
2000 Estrada,past four half centuries.,,,
2000 Estrada,"today, forever.",,,
2000 Estrada,government neutralize attempt moro islamic liberation front amputate southern parts country away organic whole convert independent muslim state.,,,
2000 Estrada,"winning war territorial encroachment simply previous administration refused fight, pretending wasnt happening.",,,
2000 Estrada,"fact, milf already occupied hoisted flag large territories mindanao—in least camps—under nose preceding administration, either naive enough tolerate timid stop them.",,,
2000 Estrada,"contrast, government decisive enough expel them.",,,
2000 Estrada,"president, could stand rebels ate countrys territory elected govern.",,,
2000 Estrada,"took office, swore preserve defend constitution.",,,
2000 Estrada,solemn duty constitution repel armed rebellion defend sovereignty integrity republic.,,,
2000 Estrada,"milf could talked position, whether territorial ideological.",,,
2000 Estrada,said goal secession nonnegotiable.,,,
2000 Estrada,"well, neither sovereignty integrity republic.",,,
2000 Estrada,one challenge proposition force arms get away it.,,,
2000 Estrada,would quieter conflict could resolved exchange words rather exchange fire.,,,
2000 Estrada,"whenever words tried past, name socalled peace reality appeasement, rebels simply used peace talks opportunity arms buildup, troop recruitment training, deployment, territorial consolidation, enlarging threat republic.",,,
2000 Estrada,would larger space tolerance pushed cause open marketplace ideas.,,,
2000 Estrada,"instead, built army used firepower force separatist aims unwilling people.",,,
2000 Estrada,"true form, milf took advantage ceasefire commit least violations.",,,
2000 Estrada,"include kidnapping father luciano benedetti september occupying setting fire municipal hall talayan, maguindanao takeover kauswagan municipal hall bombing lady mediatrix boat ozamiz city takeover narciso ramos highway.",,,
2000 Estrada,"so, inflicted severe damage countrys image abroad, scared muchneeded investments away.",,,
2000 Estrada,numerous camps maintained boy scout camps.,,,
2000 Estrada,staging areas launching pads expanding milf rebellion further.,,,
2000 Estrada,military camps command control government republic philippines.,,,
2000 Estrada,owed allegiance elsewhere.,,,
2000 Estrada,"given these, plus unabated murders, terrorism, abuses, extortion, bombings, illegal control buildings public highways, atrocities committed rebels pursuit secessionist aims, government faced two choices.",,,
2000 Estrada,"one play sucker, keep talkng let problems grow republic real mortal danger.",,,
2000 Estrada,meet force force.,,,
2000 Estrada,armed rebellion demanded armed response.,,,
2000 Estrada,sittingduck strategy never known work well  duck.,,,
2000 Estrada,"order ensure permanent peace future, demolish rebels apparatus making war.",,,
2000 Estrada,"moreover, abstention military action would meant political abdication.",,,
2000 Estrada,"effect, choose military option.",,,
2000 Estrada,forced upon us.,,,
2000 Estrada,used it.,,,
2000 Estrada,succeeded.,,,
2000 Estrada,retaking territories symbolic victory substantive one.,,,
2000 Estrada,"upheld constitutional principle philippines one state, one republic, one government, one military answerable one civilian commander chief, one constitution one flag, one undivided territory.",,,
2000 Estrada,now.,,,
2000 Estrada,forever.,,,
2000 Estrada,ang buong bansa ay nagpupugay sa kagitingan ng mga opisyal mga kawani ng ating sandatahang lakas ng pilipinas sa pamumuno ng ating kalihim ng department national defense ng ating chief staff armed forces philippines.,,,
2000 Estrada,"kasama ng ating mga field commanders, tinupad nila ng buong katapatan katapangan ang kanilang tungkulin sa ating pagsakop ng mga kampo ng milf.",,,
2000 Estrada,"let whole country salute filipino soldiers valiantly bravely fought rebels defense sovereignty, integrity, honor republic philippines.",,,
2000 Estrada,"let whole country pay tribute, particular, gave lives injured fighting preserve unity motherland.",,,
2000 Estrada,sila ay nakadagdag sa hanay ng ating mga bagong bayani.,,,
2000 Estrada,"ngunit ang buong lipunan ay nakikiramay din sa mga mahal sa buhay ng mga nasawi, sa hanay ng dalawang puwersa, sibilyan man mga sundalo.",,,
2000 Estrada,nakikidalamhati tayo doon sa mga nasaktan napinsala ng kaguluhang ito.,,,
2000 Estrada,"war, time win peace.",,,
2000 Estrada,"toward end, government adopted fourpoint strategy approaching mindanao question hereon.",,,
2000 Estrada,invite milf brotherly embrace peace.,,,
2000 Estrada,let us walk away battlefield conference room.,,,
2000 Estrada,must good faith.,,,
2000 Estrada,"must talk peace us, talk preparing war.",,,
2000 Estrada,must accept conditions.,,,
2000 Estrada,"must drop secession, drop criminal activities, drop arms.",,,
2000 Estrada,requests demands.,,,
2000 Estrada,proposals premises.,,,
2000 Estrada,"talk when, where, how, whether not.",,,
2000 Estrada,"flexible timetables methods, principles.",,,
2000 Estrada,reasons demand obvious.,,,
2000 Estrada,briefly discuss reverse order.,,,
2000 Estrada,"must drop weapons outside armed forces philippines authorized police forces, group whatsoever right maintain armed force military camps within sovereign territory republic.",,,
2000 Estrada,"secession mere ideology, backed armed force, becomes rebellion.",,,
2000 Estrada,"secessionist argue, rebel kill.",,,
2000 Estrada,government choice disarm rebel—except duly licensed personal firearms.,,,
2000 Estrada,"must drop criminal activities terrorism, bombings, violence place civilized society.",,,
2000 Estrada,criminals place negotiating table.,,,
2000 Estrada,place jail.,,,
2000 Estrada,"all, must drop secessionist goals.",,,
2000 Estrada,ask respect recognize sovereignty republic.,,,
2000 Estrada,demand do.,,,
2000 Estrada,may give milf unsolicited advice.,,,
2000 Estrada,secession philippines impossible dream.,,,
2000 Estrada,"simply space geography, demographics, national mentality forcibly carving another state present philippine territory.",,,
2000 Estrada,"reason, foreign models invoke, like east timor, work you.",,,
2000 Estrada,please bear mind neither sole occupants even majority lands wish carve convert state.,,,
2000 Estrada,"whole filipino populations mindanao—muslims, christians, lumad—who want territories residences disturbed.",,,
2000 Estrada,even majority muslim population shares separatist views violent means employ attain them.,,,
2000 Estrada,overriding passion people mindanao peace.,,,
2000 Estrada,international community whole neither support sympathize secession.,,,
2000 Estrada,"fact, deeply appreciate statement secretary general organization islamic conference , encouraging muslim minorities nonmember states, quote contribute effectively progress countries live respect sovereignty laws.",,,
2000 Estrada,unquote.,,,
2000 Estrada,secession dream also tune history.,,,
2000 Estrada,"one lesson historical evolution taught us, diversity cause celebration, segregation cultural crossbreeding leads strength inbreeding leads weakness cultural identities enriched interaction impoverished isolation.",,,
2000 Estrada,glorious creations achievements civilization products historical confluences islam christianity.,,,
2000 Estrada,strive peaceful coexistence interactive harmony constructive interdependence.,,,
2000 Estrada,cannot negotiate secession.,,,
2000 Estrada,sovereignty integrity republic available compromise trade—not even sake peace.,,,
2000 Estrada,peace bartering portion sovereignty immoral peace.,,,
2000 Estrada,cannot talk secession.,,,
2000 Estrada,talk new beginning mindanao.,,,
2000 Estrada,"fact, bold enough it, talk different war, bigger war needs fought.",,,
2000 Estrada,mean guerrilla warfare appear shifted to.,,,
2000 Estrada,"hope stop—for sake people, especially poor, suffer continued hostilities.",,,
2000 Estrada,"decide engage us further, ready you.",,,
2000 Estrada,"shift strategies tactics, we.",,,
2000 Estrada,"talk another war, mean war correct historical wrongs, left sad legacy poverty social injustice mindanao.",,,
2000 Estrada,"war us, including exrebels, fight together.",,,
2000 Estrada,fighting rebellion one thing.,,,
2000 Estrada,takes military it.,,,
2000 Estrada,fighting root causes rebellion another.,,,
2000 Estrada,take whole society it.,,,
2000 Estrada,talk possibility amnesty.,,,
2000 Estrada,ask milf leaders lead followers walking us along path peace.,,,
2000 Estrada,"hand, invite milf followers walk us peace even leaders wont.",,,
2000 Estrada,"instead lives hunted fugitives, live lives peaceful farmers, fishermen, factory workers, merchants, entrepreneurs, civil servants, even soldiers policemen.",,,
2000 Estrada,"short, talk reintegration society.",,,
2000 Estrada,also talk autonomy.,,,
2000 Estrada,"subject, willing creative explore wide range possibilities, including radical changes political structure.",,,
2000 Estrada,"urge jointly envision create new order mindanao, restructure governance, economy, social environment island, beauty diversity.",,,
2000 Estrada,"convert mindanao main food basket philippines, agricultural paradise, booming manufacturing base.",,,
2000 Estrada,"camp abubakar, soldiers proudly raised philippine flag, developed special economic zone.",,,
2000 Estrada,"one thing must emphasize, however, autonomy confer immunity exemption good governance, transparency, accountability, particularly use public funds.",,,
2000 Estrada,government providing full development support mindanao.,,,
2000 Estrada,", peace agreement signed, , government poured billion socioeconomic development programs special zone peace development comprising provinces, well support strengthening political institutions autonomous region muslim mindanao .",,,
2000 Estrada,"move peace process development mindanao forward faster, urge congress pass bill amending armm organic act bill granting special powers enable fasttrack development mindanao.",,,
2000 Estrada,"matter abu sayyaf, happy hostages released.",,,
2000 Estrada,wish give assurance primary concern government safe release hostages.,,,
2000 Estrada,"contrary rebel propaganda, fight muslims all.",,,
2000 Estrada,brothers.,,,
2000 Estrada,"fight rebels outlaws, regardless religion.",,,
2000 Estrada,"thus, wish send message muslim filipinos, majority share passion peace renounce separatist rebellion.",,,
2000 Estrada,muslim brothers worship god—the god abraham moses.,,,
2000 Estrada,"call arabic name, allah, filipino simply means ang diyos english, god.",,,
2000 Estrada,side maybe neither.,,,
2000 Estrada,"side peace, therefore sides.",,,
2000 Estrada,government invoked constitution rolled back rebellion.,,,
2000 Estrada,let us invoke common god build structures peace.,,,
2000 Estrada,"embark new beginning mindanao, shall also launch new beginning integrity government.",,,
2000 Estrada,"address last year, said hindi binebeybi rebelyon.",,,
2000 Estrada,pinipisa.,,,
2000 Estrada,iyan ay aking tinupad.,,,
2000 Estrada,"recently, also said i offer peace want peace.",,,
2000 Estrada,promise defeat want war.,,,
2000 Estrada,iyan ay tinupad ko rin.,,,
2000 Estrada,"remind statements rebellion, shifting war towards another enemy graft corruption.",,,
2000 Estrada,ito ang pangako ko sa inyo ito ay tutuparin ko rin.,,,
2000 Estrada,ang aking susunod na digmaan ay laban sa mga tiwali sa pamahalaan sa mga tao ng pribadong sektor na nakikipagsabwatan sa kanila.,,,
2000 Estrada,"graft corruption weakens moral fabric people, robs poor, increases costs business, erodes tax collection efforts, drives away investments.",,,
2000 Estrada,world bank estimates least percent government project funds ends kickbacks.,,,
2000 Estrada,"world bank, personal request, conducted extensive studies assembled report entitled combating corruption philippines.",,,
2000 Estrada,"presents exhaustive analysis corruption country, puts forward set recommendations.",,,
2000 Estrada,longer fight corruption piecemeal.,,,
2000 Estrada,need comprehensive approach would reduce opportunities corruption remove needless regulations simplify procedures eradicate need recover electoral expenses corrupt means increase public vigilance deter detect commissions graft reform budget processes improve meritocracy civil service target selected departments agencies cleansing increase efficiency speed catching offenders prosecution stiffen sanctions corruption partnerships private sector support judicial reform make courts part solution rather part problem.,,,
2000 Estrada,courts allow used refuge scoundrels.,,,
2000 Estrada,"warn departments agencies government brace themselves, especially consistently listed surveys studies government corruption.",,,
2000 Estrada,submitting congress urgent bill creating antigraft corruption commission.,,,
2000 Estrada,bill provide government necessary powers resources combat longfestering cancer society.,,,
2000 Estrada,also urge congress pass antiracketeering bill antimoney laundering provisions.,,,
2000 Estrada,"pigilin, supilin, sugpuin ang graft corruption!",,,
2000 Estrada,"war graft intensifies, war poverty continues.",,,
2000 Estrada,"premise effective way eradicating poverty sound, noninflationary growth development.",,,
2000 Estrada,"this, however, must complemented focused interventions aim directly poverty reduction.",,,
2000 Estrada,"hence, high priority accorded government agriculture rural areas, education, health, housing, agrarian reform.",,,
2000 Estrada,"agriculture, momentary dip first quarter percent growth , resumed robust performance .",,,
2000 Estrada,percent growth second quarter year.,,,
2000 Estrada,"education, last year constructed thousands new classrooms, provided hundreds thousands new desks, addressed teacher shortage problem, proposed improvements curricula meet global standards local needs.",,,
2000 Estrada,"partnership private sector, extended assistance students providing access internet.",,,
2000 Estrada,"health, launched parallel importation program bring market prices medicines drastically make affordable poor.",,,
2000 Estrada,"period july may , , households provided housing units.",,,
2000 Estrada,represents percent target households sheltered metro manila surrounding provinces.,,,
2000 Estrada,"agrarian reform, government distributed total , hectares land , farmers.",,,
2000 Estrada,"continued lay groundwork future growth continuing advances construction completion major roads water supply basins, energizing barangays, .",,,
2000 Estrada,"percent power, exploitation natural gas fields reduce dependence imported oil.",,,
2000 Estrada,"implementing clean air act, among others, phasing leaded gasoline metro manila ahead schedule.",,,
2000 Estrada,"removing massive debris pasig river, including sunken vessels, continue rehabilitation works laguna lake tributaries.",,,
2000 Estrada,terminated customs valuation surveillance contract sgs.,,,
2000 Estrada,saved .,,,
2000 Estrada,billion year fees also exceeded customs collection target .,,,
2000 Estrada,billion without help.,,,
