full_nameyears,sentence,label,sentiment_label,sentiment_score
2011 Aquino,"dati, kung makapagcounterflow ang mga opisyal ng pamahalaan, para bang oras lang nila ang mahalaga.",,,
2011 Aquino,"imbes na maglingkodbayan, para bang sila ang naging hari ng bayan.",,,
2011 Aquino,"kung makaasta ang kanilang mga padrinot alipores, akala moy kung sinong maharlika kung humawi ng kalsada walang pakialam sa mga napipilitang tumabi napagiiwanan.",,,
2011 Aquino,ang mga dapat naglilingkod ang siya pang nangaapi.,,,
2011 Aquino,ang panlalamang matapos mangakong maglingkod—iyan po ang utakwangwang.,,,
2011 Aquino,wala silang karapatang gawin ito.,,,
2011 Aquino,"ayon sa batas, tanging ang presidente, bise presidente, senate president, house speaker, chief justice, pulis, bumbero, ambulansya lang ang awtorisadong gumamit ng wangwang para sa kanilang mga opisyal na lakad.",,,
2011 Aquino,"kung sa trapiko nga ay di masunod ang batas, paano pa kaya sa mga bagay na mas malaki ang makukuha, tulad ng sa mga proyektong pinopondohan ng kaban ng bayan kayo po ba gusto ninyong makulong ang lahat ng tiwali ako rin po.",,,
2011 Aquino,"gusto ba ninyong matanggal ang wangwang, hindi lamang sa kalsada, kundi sa kaisipang nagdulot ng baluktot na sistema na pagkatagaltagal na nating pinagtiisan ako rin.",,,
2011 Aquino,gusto po ba ninyong mabigyan ng patas na pagkakataon ang lahat na umasenso siyempre ako rin po.,,,
2011 Aquino,narito po ang halimbawa ng resulta ng ating kampanya kontra wangwang sa sistema.,,,
2011 Aquino,"nitong taong ito, taumbayan na mismo ang nagsabing nabawasan ang nagugutom sa kanila.",,,
2011 Aquino,mula sa .,,,
2011 Aquino,"percent na selfrated hunger noong marso, bumaba na ito sa .",,,
2011 Aquino,"percent nitong hunyo, katumbas ng isang milyong pamilyang pilipinong nagugutom dati, pero ngayon ay nakakakain na nang tama kada araw.",,,
2011 Aquino,"sa larangan po ng negosyo, sino ba ang nagakalang pitong ulit nating malalampasan ang alltime high ng stock market ang dating , index na inaakalang hindi maaabot, kung maabot man ay pansamantala lang, ngayon, pangkaraniwan nang hinihigitan.",,,
2011 Aquino,"kung dati napako na ang bansa sa mababang credit ratings, itinaas ng moodys, standard poors, fitch, japan credit ratings agency ang ating ranking, bilang pagkilala sa ating tamang paggugol ng pondo sa malikhain nating pananalapi.",,,
2011 Aquino,"ang mataas na credit rating, magpapababa ng interes sa perang inuutang natin.",,,
2011 Aquino,"kumpara sa unang apat na buwan ng nakaraang taon, mas malaki po ng billion pesos ang natipid nating interest payments mula enero hanggang abril ng .",,,
2011 Aquino,maaari na po nitong sagutin ang dalawang milyon tatlongdaan libong benepisyaryo ng cct hanggang sa katapusan ng .,,,
2011 Aquino,"paalala ko lang po, sa siyam kalahating taon bago tayo maitalaga sa puwesto, iisang beses lang tayong nakatikim ng ratings upgrade, anim na beses pang nadowngrade ng ibat ibang ratings agency.",,,
2011 Aquino,"sa isang taon pa lang po natin, apat na beses na tayong nabigyan ng upgrade.",,,
2011 Aquino,alam naman po natin na hindi madaling maupgrade sa mga panahong ito.,,,
2011 Aquino,"itong mga ratings agency, nabatikos na mali raw ang payo bago magkakrisis sa amerika, kaya ngayon ay mas makunat na sila sa pagbibigay ng magagandang ratings, nakikita nga natin ito sa sunudsunod na pagdowngrade sa ibang mga bansa.",,,
2011 Aquino,"pero tayo po, inupgrade pa nila.",,,
2011 Aquino,sangayon silang lahat gumanda lalo pang gaganda ang ekonomiya ng pilipinas.,,,
2011 Aquino,"isang hakbang na lang po, aabot na raw tayo sa investment grade, wala pong tigil ang ating economic team upang tuluyan na tayong makaarangkada.",,,
2011 Aquino,may mabubuting balita pa pong parating.,,,
2011 Aquino,"dahil wala nang wangwang sa doe , muling nabuhay ang kumpiyansa ng mga namumuhunan sa ating energy sector.",,,
2011 Aquino,patunay dito ang isandaan apatnapung kumpanya na nakahandang tumaya sa eksplorasyon pagpapalakas ng ating oil natural gas resources.,,,
2011 Aquino,"sa huling energy contracting round noong , lang po ang nakilahok.",,,
2011 Aquino,"nitong biyernes lamang po, nilagdaan na ang panibagong kasunduan para sa isang bagong power plant sa luzon grid upang pagdating ng , may mas mura mas maaasahang pagmumulan ng enerhiya ang bansa.",,,
2011 Aquino,"may kumpiyansa, may pagasa, tinutupad po natin ang ating mga pangako.",,,
2011 Aquino,naaalala ko nga po ang babaeng nakausap ko nang akoy unang naghahousetohouse campaign para sa akin pong sarili.,,,
2011 Aquino,"ang kaniyang hinaing maski sino naman ang manalo, parepareho lang ang kahihinatnan.",,,
2011 Aquino,"mahirap ako noong sila ay nangangampanya mahirap ako habang nakaupo sila, malamang mahirap pa rin ako pag nagretiro na sila.",,,
2011 Aquino,"sa madaling salita, ang hinaing po ng marami, walang pakialam ang mga pinuno namin kahapon, wala silang pakialam ngayon.",,,
2011 Aquino,"bukas, wala pa rin silang pakialam.",,,
