full_nameyears,sentence,label,sentiment_label,sentiment_score
2013 Aquino,fourth sona two remain.,,,
2013 Aquino,almost four years passed since approached various camps urge run presidency.,,,
2013 Aquino,"said we know countrys problems cannot solved blink eye, one year, even within sixyear term president.",,,
2013 Aquino,"begin, one nurturing change.",,,
2013 Aquino,"even then, aware significant problems would face.",,,
2013 Aquino,"candidate, president, even step office, difficulties face joke.",,,
2013 Aquino,"widespread transformation society objective, aware many things many people would confront order achieve this.",,,
2013 Aquino,raised parents back face challenges.,,,
2013 Aquino,would able live refused chance alleviate suffering filipino endure.,,,
2013 Aquino,"answered call, us start grown number.",,,
2013 Aquino,"believe right, allies grow.",,,
2013 Aquino,"may, asked you, boss, going right direction reply yes, let us accelerate transformation society.",,,
2013 Aquino,"asked allies would help steer country one direction, delivered.",,,
2013 Aquino,"truth is, majority, even nine twelve, nine top ten senators individuals recommended you.",,,
2013 Aquino,"message past election clear yes, let us keep going, let us add , sitios electrified let us add , families informal settlers finally have, soon have, decent homes let us increase less billion pesos additional funds go education, health, social services, many others right efficient collection taxes feel tangible signs society truly changing.",,,
2013 Aquino,become even optimistic message clear alone carrying responsibilities.,,,
2013 Aquino,"encouraged, even likes mr. niño aguirre helping shape future think though unable walk, climbed way fourthfloor precinct, could vote contribute true social transformation.",,,
2013 Aquino,"thank you, mr. aguirre.",,,
2013 Aquino,"shortage filipinos ready pitch in, source change experience.",,,
2013 Aquino,"strategy—maximize opportunities all, especially need.",,,
2013 Aquino,content wait trickledown effect cannot leave fate—their receiving benefits progress—to chance.,,,
2013 Aquino,"call inclusive growth—this allencompassing progress—is principle drives every initiative, every action, every decision government.",,,
2013 Aquino,"ones left behind chose venture onwards us, simply seize opportunity.",,,
2013 Aquino,basis principle widespread opportunity key comprehensive sustained progress.,,,
2013 Aquino,let us forget opportunities seeds.,,,
2013 Aquino,"must water diligence, nourish determination, cultivate dedication.",,,
2013 Aquino,let us take look tesdadole scholars.,,,
2013 Aquino,", people graduated programs, estimated six ten found jobs.",,,
2013 Aquino,"this, according studies conducted dbm , .",,,
2013 Aquino,percent tesda graduates found jobs.,,,
2013 Aquino,"last year, tesdas itbpo program, .",,,
2013 Aquino,percent graduates found employment.,,,
2013 Aquino,"electronics semiconductor program, percentage employed graduates reached percent.",,,
2013 Aquino,"clear ones shape growth, ones determine whether fruits labors become sweet ripe picking, let rot away waste chances new chapter history given us.",,,
2013 Aquino,let us go everything one one.,,,
2013 Aquino,objective expand reach pantawid pamilyang pilipino program achieved.,,,
2013 Aquino,", household beneficiaries found upon coming office grown almost million households three years administration.",,,
2013 Aquino,"according research conducted philippine institute development studies, compared finished elementary level, income high school graduates percent higher.",,,
2013 Aquino,"right maximize help give families, young beneficiaries finish high school, thereby helping make benefits program next year, families children years old included program children able finish high school.",,,
2013 Aquino,let us move education.,,,
2013 Aquino,"goal raise quality learning children undertake, finish schooling, seize opportunities opening society accomplished.",,,
2013 Aquino,"finally erased backlog inherited books chairs, secretary armin luistro continues demonstrate true grit, even backlog inherited classrooms also erased year.",,,
2013 Aquino,"even good news now, also ability prepare additional needs implementation k program require.",,,
2013 Aquino,problems plagued brother armin deped laughing matter.,,,
2013 Aquino,"think one textbook used priced pesos since assumed office, price exact textbook gone pesos.",,,
2013 Aquino,"would happened paying proper price beginning saved difference pesos books bought, five textbooks estimated .",,,
2013 Aquino,"million students public school system, equivalent would amount almost .",,,
2013 Aquino,billion pesos.,,,
2013 Aquino,"savings alone could funded plans repair rehabilitate around , classrooms.",,,
2013 Aquino,"brother armin didnt strength will, could left culture negligence agency successor deal with.",,,
2013 Aquino,"could also left backlog, well growing gap needs rising number enrollees year.",,,
2013 Aquino,"instead content, instead saying, this do.",,,
2013 Aquino,"job done, brother armin build even chairs classrooms, buy even books, ensure even needs future years also met.",,,
2013 Aquino,"regarding strengthening agricultural sector, also achieved.",,,
2013 Aquino,"think according nfa, , country imported million metric tons rice.",,,
2013 Aquino,", fell , metric tons.",,,
2013 Aquino,", metric tons.",,,
