full_nameyears,sentence,label,sentiment_label,sentiment_score
2010 Aquino,ang pagtanaw sa interes ng nakakarami ang pagkapit sa prinsipyo ang pagiging tapat sa sinumpaan nating tungkulin bilang lingkodbayan.,,,
2010 Aquino,ito po ang tuwid na daan.,,,
2010 Aquino,sa kabilang banda ay ang paguna sa pansariling interes.,,,
2010 Aquino,"ang pagpapaalipin sa pulitikal na konsiderasyon, pagsasakripisyo ng kapakanan ng taumbayan.",,,
2010 Aquino,ito po ang baluktot na daan.,,,
2010 Aquino,matagal pong naligaw ang pamahalaan sa daang baluktot.,,,
2010 Aquino,"arawaraw po, lalong lumilinaw sa akin ang lawak ng problemang ating namana.",,,
2010 Aquino,damangdama ko ang bigat ng aking responsibilidad.,,,
2010 Aquino,"sa unang tatlong linggo ng aming panunungkulan, marami po kaming natuklasan.",,,
2010 Aquino,nais ko pong ipahayag sa inyo ang iilan lamang sa mga namana nating suliranin ang ginagawa naming hakbang para lutasin ang mga ito.,,,
2010 Aquino,sulyap lamang po ito hindi pa ito ang lahat ng problemang haharapin natin.,,,
2010 Aquino,inilihim sadyang iniligaw ang sambayanan sa totoong kalagayan ng ating bansa.,,,
2010 Aquino,"sa unang anim na buwan ng taon, mas malaki ang ginastos ng gobyerno kaysa sa pumasok na kita.",,,
2010 Aquino,"lalong lumaki ang deficit natin, na umakyat na sa .",,,
2010 Aquino,billion pesos.,,,
2010 Aquino,"sa target na kuleksyon, kinapos tayo ng .",,,
2010 Aquino,"billion pesos ang tinataya namang gastos, nalagpasan natin ng .",,,
2010 Aquino,billion pesos.,,,
2010 Aquino,ang budget po sa ay .,,,
2010 Aquino,trillion pesos.,,,
2010 Aquino,nasa bilyong piso .,,,
2010 Aquino,porsyento na lang ng kabuuan ang malaya nating magagamit para sa nalalabing anim na buwan ng taong ito.,,,
2010 Aquino,halos porsyento na lang po ng kabuuang budget ang natitira para sa bawat buwan.,,,
2010 Aquino,saan naman po dinala ang pera naglaan ng bilyong piso na calamity fund bilang paghahanda para sa mga kalamidad na hindi pa nangyayari.,,,
2010 Aquino,"napakaliit na nga po ng pondong ito, ngunit kapapasok pa lang natin sa panahon ng baha bagyo, .",,,
2010 Aquino,billion pesos porsyento na ang nagastos.,,,
2010 Aquino,"sa kabuuan ng million pesos para sa lalawigan ng pampanga, million pesos nito ay napunta sa iisang distrito lamang.",,,
2010 Aquino,"samantala, ang lalawigan ng pangasinan na sinalanta ng pepeng ay nakatanggap ng milyong piso lamang para sa pinsalang idinulot ng bagyong cosme, na nangyari noong pa. ibinigay po ang pondo ng pampanga sa buwan ng eleksyon, pitong buwan pagkatapos ng ondoy pepeng.",,,
2010 Aquino,paano kung bumagyo bukas inubos na ang pondo nito para sa bagyong nangyari noong isang taon pa. pagbabayaran ng kinabukasan ang kasakiman ng nakaraan.,,,
2010 Aquino,ganyan din po ang nangyari sa pondo ng mwss .,,,
2010 Aquino,"kamakailan lamang, pumipila ang mga tao para lang makakuha ng tubig.",,,
2010 Aquino,"sa kabila nito, minabuti pa ng liderato ng mwss na magbigay ng gantimpala sa sarili kahit hindi pa nababayaran ang pensyon ng mga retiradong empleyado.",,,
2010 Aquino,"noong , ang buong payroll ng mwss ay .",,,
2010 Aquino,million pesos.,,,
2010 Aquino,pero hindi lang naman po ito ang sahod nila may mga additional allowances benefits pa sila na aabot sa .,,,
2010 Aquino,million pesos.,,,
2010 Aquino,"sa madaling sabi, nakatanggap sila ng .",,,
2010 Aquino,million pesos noong nakaraang taon.,,,
2010 Aquino,"beintekuwatro porsyento lang nito ang normal na sahod, porsyento ang dagdag.",,,
2010 Aquino,ang karaniwang manggagawa hanggang month pay plus cash gift lang ang nakukuha.,,,
2010 Aquino,"sa mwss, aabot sa katumbas ng mahigit sa buwan ang sahod kasama na ang lahat ng mga bonuses allowances na nakuha nila.",,,
2010 Aquino,mas matindi po ang natuklasan natin sa pasahod ng kanilang board trustees.,,,
2010 Aquino,"tingnan po natin ang mga allowances na tinatanggap nila umupo ka lang sa board trustees board committee meeting, , na.",,,
2010 Aquino,"aabot ng , ito kada buwan.",,,
2010 Aquino,"may grocery incentive pa sila na , kada taon.",,,
2010 Aquino,"hindi lang iyon may midyear bonus, productivity bonus, anniversary bonus, yearend bonus, financial assistance.",,,
2010 Aquino,"may christmas bonus na, may additional christmas package pa. kada isa sa mga ito, ,.",,,
2010 Aquino,"sa suma total po, aabot ang lahat ng .",,,
2010 Aquino,"milyong piso kada taon sa bawat miyembro ng board maliban sa pakotse, technical assistance, pautang.",,,
2010 Aquino,uulitin ko po.,,,
2010 Aquino,lahat ng ito ay ibinigay nila sa kanilang mga sarili habang hindi pa nababayaran ang mga pensyon ng kanilang mga retirees.,,,
2010 Aquino,pati po ang la mesa watershed ay hindi nila pinatawad.,,,
2010 Aquino,"para magkaroon ng tamang supply ng tubig, kailangang alagaan ang mga watershed.",,,
2010 Aquino,"sa watershed, puno ang kailangan.",,,
2010 Aquino,"pati po iyon na dapat puno ang nakatayo, tinayuan nila ng bahay para sa matataas na opisyal ng mwss.",,,
2010 Aquino,hindi naman sila agad maaalis sa puwesto dahil kabilang sila sa mga midnight appointees ni dating pangulong arroyo.,,,
2010 Aquino,iniimbestigahan na natin ang lahat ng ito.,,,
2010 Aquino,kung mayroon pa silang kahit kaunting hiya na natitira—sana kusa na lang silang magbitiw sa puwesto.,,,
2010 Aquino,pagusapan naman po natin ang pondo para sa imprastruktura.,,,
2010 Aquino,tumukoy ang dpwh ng na priority safety projects na popondohan ng motor vehicle users charge.,,,
2010 Aquino,mangangailangan po ito ng budget na million pesos.,,,
2010 Aquino,"ang pinondohan po, proyekto lang.",,,
2010 Aquino,kinalimutan po ang proyekto pinalitan ng proyekto na wala naman sa plano.,,,
2010 Aquino,"ang hininging million pesos, naging million pesos pa, lumaki lalo dahil sa mga proyektong sa pilingpiling mga benepisyaryo lang napunta.",,,
2010 Aquino,"mga proyekto po itong walang saysay, hindi pinagaralan, hindi pinaghandaan, kaya parang kabuteng sumusulpot.",,,
2010 Aquino,tapos na po ang panahon para dito.,,,
2010 Aquino,"sa administrasyon po natin, walang kotakota, walang tongpats, ang pera ng taumbayan ay gagastusin para sa taumbayan lamang.",,,
2010 Aquino,meron pa po tayong natuklasan.,,,
2010 Aquino,"limang araw bago matapos ang termino ng nakaraang administrasyon, nagpautos silang maglabas ng .",,,
2010 Aquino,billion pesos para sa rehabilitasyon ng mga nasalanta nina ondoy pepeng.,,,
2010 Aquino,walumput anim na proyekto ang paglalaanan dapat nito na hindi na sana idadaan sa public bidding.,,,
2010 Aquino,labingsiyam sa mga ito na nagkakahalaga ng million pesos ang muntik nang makalusot.,,,
2010 Aquino,hindi pa nailalabas ang special allotment release order ay pirmado na ang mga kontrata.,,,
2010 Aquino,buti na lang po ay natuklasan pinigilan ito ni secretary rogelio singson ng dpwh.,,,
2010 Aquino,ngayon po ay dadaan na ang kabuuan ng .,,,
2010 Aquino,"billion pesos sa tapat na bidding, magagamit na ang pondo na ito sa pagbibigay ng lingap sa mga nawalan ng tahanan dahil kina ondoy pepeng.",,,
2010 Aquino,pagusapan naman natin ang nangyari sa napocor .,,,
2010 Aquino,"noong hanggang , pinilit ng gobyerno ang napocor na magbenta ng kuryente nang palugi para hindi tumaas ang presyo.",,,
2010 Aquino,tila ang dahilan pinaghahandaan na nila ang eleksyon.,,,
2010 Aquino,"dahil dito, noong , sumagad ang pagkakabaon sa utang ng napocor.",,,
2010 Aquino,napilitan ang pambansang gobyerno na sagutin ang bilyong pisong utang nito.,,,
2010 Aquino,ang inakala ng taumbayan na natipid nila sa kuryente ay binabayaran din natin mula sa kaban ng bayan.,,,
2010 Aquino,"may gastos na tayo sa kuryente, binabayaran pa natin ang dagdag na pagkakautang ng gobyerno.",,,
2010 Aquino,"kung naging matino ang pagutang, sanay nadagdagan ang ating kasiguruhan sa supply ng kuryente.",,,
2010 Aquino,"pero ang desisyon ay ibinatay sa maling pulitika, hindi sa pangangailangan ng taumbayan.",,,
2010 Aquino,"ang taumbayan, matapos pinagsakripisyo ay lalo pang pinahirapan.",,,
2010 Aquino,ganito rin po ang nangyari sa mrt .,,,
2010 Aquino,sinubukan na namang bilhin ang ating pagmamahal.,,,
2010 Aquino,pinilit ang operator na panatilihing mababa ang pamasahe.,,,
2010 Aquino,hindi tuloy nagampanan ang garantiyang ibinigay sa operator na mababawi nila ang kanilang puhunan.,,,
2010 Aquino,"dahil dito, inutusan ang land bank development bank philippines na bilhin ang mrt.",,,
2010 Aquino,"ang pera ng taumbayan, ipinagpalit sa isang naluluging operasyon.",,,
2010 Aquino,dumako naman po tayo sa pondo ng nfa .,,,
2010 Aquino,"noong , metric tons ang pagkukulang ng supply ng pilipinas.",,,
2010 Aquino,"ang binili nila, , metric tons.",,,
2010 Aquino,"kahit ulitin mo pa ng mahigit pitong beses ang pagkukulang, sobra pa rin ang binili nila.",,,
2010 Aquino,"noong , metric tons ang pagkukulang ng supply sa pilipinas.",,,
2010 Aquino,"ang binili nila, .",,,
2010 Aquino,million metric tons.,,,
2010 Aquino,"kahit ulitin mo pa ng mahigit tatlong beses ang pagkukulang, sobra na naman ang binili nila.",,,
2010 Aquino,"ang masakit nito, dahil sobrasobra ang binibili nila tauntaon, nabubulok lang pala sa mga kamalig ang bigas, kagaya ng nangyari noong .",,,
2010 Aquino,"hindi po ba krimen ito, na hinahayaan nilang mabulok ang bigas, sa kabila ng milyong pilipinong hindi kumakain ng tatlong beses sa isang araw ang resulta nito, umabot na sa .",,,
2010 Aquino,billion pesos ang utang ng nfa noong mayo ng taong ito.,,,
2010 Aquino,"ang tinapon na ito, halos puwede na sanang pondohan ang mga sumusunod ang budget ng buong hudikatura, na .",,,
2010 Aquino,billion pesos sa taong ito.,,,
2010 Aquino,"ang conditional cash transfers para sa susunod na taon, na nagkakahalaga ng .",,,
2010 Aquino,billion pesos.,,,
2010 Aquino,"ang lahat ng classroom na kailangan ng ating bansa, na nagkakahalaga ng billion pesos.",,,
2010 Aquino,kasuklamsuklam ang kalakarang ito.,,,
2010 Aquino,"pera na, naging bato pa. narinig po ninyo kung paano nilustay ang kaban ng bayan.",,,
2010 Aquino,ang malinaw po sa ngayon ang anumang pagbabago ay magmumula sa pagsiguro natin na magwawakas na ang pagiging maluho pagwawaldas.,,,
2010 Aquino,kaya nga po mula ngayon ititigil na natin ang paglulustay sa salapi ng bayan.,,,
2010 Aquino,tatanggalin natin ang mga proyektong mali.,,,
2010 Aquino,ito po ang punto ng tinatawag nating zerobased approach sa ating budget.,,,
2010 Aquino,"ang naging kalakaran po, tauntaon ay inuulit lamang ang budget na puno ng tagas.",,,
2010 Aquino,"dadagdagan lang nang konti, puwede na.",,,
2010 Aquino,"sa susunod na buwan ay maghahain tayo ng budget na kumikilala nang tama sa mga problema, magtutuon din ng pansin sa tamang solusyon.",,,
2010 Aquino,ilan lang ito sa mga natuklasan nating problema.,,,
2010 Aquino,heto naman po ang ilang halimbawa ng mga hakbang na ginagawa natin.,,,
2010 Aquino,nandiyan po ang kaso ng isang mayari ng sanglaan.,,,
2010 Aquino,bumili siya ng sasakyang tinatayang nasa milyong piso ang halaga.,,,
2010 Aquino,"kung kaya mong bumili ng lamborghini, bakit hindi mo kayang magbayad ng buwis nasampahan na po ito ng kaso.",,,
