full_nameyears,sentence,label,sentiment_label,sentiment_score
2003 Arroyo,constituting independent commission investigate roots mutiny provocations inspired it.,,,
2003 Arroyo,"request defense secretary angelo reyes, also constituting independent commission investigate davao bombing.",,,
2003 Arroyo,matched pnp reform commission.,,,
2003 Arroyo,"thank national police solid support yesterdays crisis, sure welcome comprehensive reform cure organization failures scale alghozi escape, also daily devils kotong cops.",,,
2003 Arroyo,"now, peace peace south, peace countryside, safe homes secure communities.",,,
2003 Arroyo,remain war—at war terrorism war corruption war disease war drugs—the greatest menace facing country today.,,,
2003 Arroyo,"last five weeks, weve struck major blow drug menace.",,,
2003 Arroyo,eight billion pesos five weeks.,,,
2003 Arroyo,"pity days later penultimate success drug menace, find war destabilizers.",,,
2003 Arroyo,cannot stay divided much need together.,,,
2003 Arroyo,"address joint houses assembled, nationatlarge.",,,
2003 Arroyo,need need other.,,,
2003 Arroyo,iyon ang aking sinabi nang naluklok ako bilang pangulo noong .,,,
2003 Arroyo,sinabi ko noon na panahon na ng paghilom sa ating lipunan.,,,
2003 Arroyo,"sa aking unang state nation address, pinagdiinan ko ang mga batayang hangarin ng karaniwang pilipino trabaho, pagkain sa bawat mesa, tahanan, edukasyon.",,,
2003 Arroyo,gave targets.,,,
2003 Arroyo,submitting congress nation technical report governments performance.,,,
2003 Arroyo,"sum say, delivered great part commitments.",,,
2003 Arroyo,"hindi lumampas ang dalawang buwan pagkatapos noong state nation address, noong , nagbago ang mundo.",,,
2003 Arroyo,"sa mga batayang hangaring trabaho, pagkain sa bawat mesa, tahanan, edukasyon, ating idinagdag ang kapayapaan.",,,
2003 Arroyo,"ngunit dahil hindi pa matatag ang ating republika, hindi pa natin maaasahan na kung ang isang pangulo ay maguutos parang isang presidente ng isang korporasyon, ay maiintindihan susunod kaagad ang mga institusyon burokrasya.",,,
2003 Arroyo,"nation whose institutions still fragile, leader cannot run developing country like corporation.",,,
2003 Arroyo,"practical purposes people, government exists provide jobs, homes, education, peace, food every table.",,,
2003 Arroyo,"adequately dependably, government must possess capacity execute good policy deliver basic services strong responsive institutions staffed competent dedicated bureaucracy.",,,
2003 Arroyo,"short, government must arm strong republic.",,,
2003 Arroyo,strong republic happen overnight even two three years.,,,
2003 Arroyo,happen all.,,,
2003 Arroyo,"setting, first virtue modern leader constant sense correct perspective, capacity retain original focus, plod regardless.",,,
2003 Arroyo,"must stick priorities carefully chosen, rather dump every first issue recklessly raised.",,,
2003 Arroyo,"stuck priorities jobs, food every table, homes, education, peace.",,,
2003 Arroyo,"many reforms yet bear fruit, fullness time country reap carefully picked, planted, nurtured.",,,
2003 Arroyo,harvest plenty.,,,
2003 Arroyo,harvest fact started.,,,
2003 Arroyo,"sa kapayaan hit hard terrorism and, help speaker joe de venecia, made advances towards negotiated peace two fronts milf ndf.",,,
2003 Arroyo,"sa susunod na linggo, magsisimula na ang paguusap ng peace panels ng gobyerno milf tungo sa isang panghuling kasunduang pangkapayapaan.",,,
2003 Arroyo,"avail good offices malaysia search political solution conflict milf, looking help united states rehabilitation conflict areas eradication roots war.",,,
2003 Arroyo,"we—all us filipinos—have decide now, all, whether want peace want war.",,,
2003 Arroyo,way peace.,,,
2003 Arroyo,peace way.,,,
2003 Arroyo,"subalit kung ipagpipilitan ng ilang mga kaaway ng ating republika ang digmaan, wala akong magagawa kung hindi tapatan sila upang ipagtanggol ang ating mga kababayan.",,,
2003 Arroyo,thank senate ratifying seven un conventions terrorism.,,,
2003 Arroyo,asked ratify remaining five.,,,
2003 Arroyo,"hinihingi ko rin sa kongreso na ipasa na ang antiterrorism law, isama rito ang pagpataw ng mabigat na parusa sa kapabayaan sa pangangalaga ng mga pinaghihinalaang terorista.",,,
2003 Arroyo,"kasama ng terorismo, ang problema ng droga, ang pinaguugatan ng matinding pagkabahala ng mga mamamayan tungkol sa kanilang personal na kaligtasan.",,,
2003 Arroyo,ang katiwaliang nilikha ng kalakal sa droga ay malalim ang lagos bumabagtas sa lahat ng sector.,,,
2003 Arroyo,dapat nating kapootan ang walang pakundangang pagsira sa buhay ng ating mga mamamayan na maaaring humantong sa pagkawasak ng ating mga institusyong demokratiko.,,,
2003 Arroyo,"kapag nakakausap ko ang mga magulang ng mga drug addict, nawawasak ang aking puso, ngunit lalong tumitibay ang loob ko na tama ang aking desisyong itaas ang antas ng ating paglaban sa bawal na gamot.",,,
2003 Arroyo,dadalhin ko ang labang ito sa bawat lalawigan lungsod hanggang umabot sa mga barangay upang kumatok tayo sa mga pinto ng bawat pamilyang pilipino.,,,
2003 Arroyo,"one fight taking everywhere, knock every door.",,,
2003 Arroyo,maglulunsad tayo ng kampanya sa mga paaralan mga komunidad para sagipin ang kabataan bigyan ng bagong buhay ang mga drug users tiyaking hindi sila malulong muli!,,,
2003 Arroyo,pipigain natin ang supply sa kalye sa paraang kahit na ang masalapi ay mahihirapang sustentuhan ang kanilang bisyo.,,,
2003 Arroyo,pipilayan natin ang operasyon ng mga drug lords ng kanilang mga padrino sa mga pasilyo ng kapangyarihan.,,,
2003 Arroyo,thank congress passing antimoney laundering lawbecause help us interdict money drug lords.,,,
2003 Arroyo,instructing secretary budget management allocate hundred million pesos implementation.,,,
2003 Arroyo,ito ang ating laban tayo ay magtatagumpay.,,,
2003 Arroyo,"para sa mga big fish sa ilegal na droga, mahirap na ang magmoratorium sa death penalty.",,,
2003 Arroyo,"ngunit sa ibang bagay, prolife pa rin ako.",,,
2003 Arroyo,veto bill try smuggle abortion.,,,
2003 Arroyo,"tungkol sa edukasyon , said english literacy gives us competitive edge ict.",,,
2003 Arroyo,"also said prepare youth next generation knowledge workers, upgrade math science teaching basic education.",,,
2003 Arroyo,kaya dinagdagan natin ang oras para sa math english pinagibayo ang laman ng science sa bagong curriculum.,,,
2003 Arroyo,nagtayo tayo ng eskwelahan sa barangay na datiy walang paaralan.,,,
2003 Arroyo,sinisimulan natin ang distance learning program education tv para sa apat na raang pamayanang malayo kulang ang guro.,,,
2003 Arroyo,"kagaya ni senate president franklin drilon, samahan nyo akong magtayo ng silidaralan sa lahat ng paaralang lumalampas sa magaaral bawat silid.",,,
2003 Arroyo,"way, close perennial school building gap.",,,
2003 Arroyo,"tungkol sa tirahan tayo ay nakapagtayo ng higit , bahay para sa mga maralita halos , para sa mga manggagawa.",,,
2003 Arroyo,"binigyan din natin ng katiyakan sa lupang tinitirikan ang halos , na mahihirap na pamilya.",,,
2003 Arroyo,"pinagtibay natin ang ancestral domain ng mga katutubo sa mahigit , ektarya ng lupain.",,,
2003 Arroyo,tungkol sa pagkain sa bawat mesa selfrated hunger according surveys gone .,,,
2003 Arroyo,percent compared .,,,
2003 Arroyo,percent became president.,,,
2003 Arroyo,mayroon tayong pirmihang supply ng bigas sa halagang .,,,
