full_nameyears,sentence,label,sentiment_label,sentiment_score
2005 Arroyo,"story includes economy grew last year continued work teeth biggest oil price hikes history, generating million jobs last four years.",,,
2005 Arroyo,"story includes marked improvements tax collections, infrastructure, housing construction, shelter security urban poor indigenous peoples, rice productivity.",,,
2005 Arroyo,"story includes million beneficiaries health care insurance, including million indigents, whose reenrollment started early year still ongoing.",,,
2005 Arroyo,"story, four years, saw drug menace cut half, rash kidnappings become thing past, insurgency south abated.",,,
2005 Arroyo,"story work one economy resilient full potential people patient hardworking, guided government–with executive legislative handinhand—that able pass nononsense budget make tough decisions put fiscal house order.",,,
2005 Arroyo,"especially refer recent titanic struggle enact three laws comprised biggest fiscal package history, biggest revenue increase generation break vicious cycle financing development borrowing borrow service loans.",,,
2005 Arroyo,one reform snap chain bound future profligate past debtburdened present.,,,
2005 Arroyo,"filipinos strong sense family given congress stronger resolve pass todays debt, bankrupt children grandchildren tomorrow.",,,
2005 Arroyo,struggle done house senate great honor.,,,
2005 Arroyo,congratulations you.,,,
2005 Arroyo,"abroad, story continues.",,,
2005 Arroyo,weve worked long hard restore country prominent place held cofounder united nations free worlds first line defense east.,,,
2005 Arroyo,"seat un security council, presided landmark resolution calling democracy iraq.",,,
2005 Arroyo,"philippines chaired historic conference interfaith cooperation peace un, fruit bold creative initiative speaker house.",,,
2005 Arroyo,head apec antiterrorism task force.,,,
2005 Arroyo,victories war terror acknowledged less president bush u.s. national defense university.,,,
2005 Arroyo,jemaah islamiya abu sayyaf pick pieces broken backbone mindanao.,,,
2005 Arroyo,weve worked organization islamic conference forge peace muslim brothers.,,,
2005 Arroyo,eighty percent peace talks completed.,,,
2005 Arroyo,permanent peace mindanao within reach.,,,
2005 Arroyo,"indeed, story country verge take real.",,,
2005 Arroyo,"analysts need look stock market, even pesodollar exchange rate, sense strong anticipation significant improvements, would overcome tendency worst enemy.",,,
2005 Arroyo,"thus, investors abroad mind, invite join sending strong message great hall waver commitment economic reform fiscal discipline, whatever political cost.",,,
