full_nameyears,sentence,label,sentiment_label,sentiment_score
2004 Arroyo, fourth state nation address excellency gloria macapagalarroyo president philippines opening regular session congress thank speaker de venecia vice president noli de castro president fidel ramos senate president drilon chief justice davide justices supreme court honorable members senate house representatives excellency archbishop franco excellencies diplomatic corps members cabinet commanders armed forces officers members philippine national police fellow workers government distinguished guests ladies gentlemen.,,,
2004 Arroyo,angelo de la cruz home.,,,
2004 Arroyo,it!,,,
2004 Arroyo,congratulations filipino people.,,,
2004 Arroyo,"samakatuwid, ipabatid sa lahat, mula sa pook panahong ito, sa bawat pilipino, saan man naroroon government—indeed, country—that cares.",,,
2004 Arroyo,life held dearly international acclaim.,,,
2004 Arroyo,president friend.,,,
2004 Arroyo,angelo de la cruz saved stuck oath.,,,
2004 Arroyo,"since first became president , declared foreign policy focus protect vital interests nation, including million overseas filipinos.",,,
2004 Arroyo,cannot apologize protector people.,,,
2004 Arroyo,"difference weeks, pullout already decided on, could justify sacrifice human life.",,,
2004 Arroyo,"sacrificing angelo de la cruz would pointless provocation would put lives million half filipinos middle east risk, making part war.",,,
2004 Arroyo,wars combatants.,,,
2004 Arroyo,"speak soldiers held hostage communist insurgents, dont expect released except compassion captors military operation.",,,
2004 Arroyo,fighting longestrunning communist insurgency history.,,,
2004 Arroyo,coming grips fundamentalist terrorism long .,,,
2004 Arroyo,"leader nation, say behalf filipino people world strong principled believers democracy.",,,
2004 Arroyo,"four generations fighting filipinos ceaselessly struggled totalitarians terrorists freedom, freedom people people world.",,,
2004 Arroyo,"fought enemy, taken good gave—not safe distance close quarters.",,,
2004 Arroyo,"bataan corregidor, korea vietnam, east timor, kosovo, liberia, name few.",,,
2004 Arroyo,"opted save angelo de la cruz, reflecting whether one life sacrificed pressing reason saved accelerating ongoing pullout.",,,
2004 Arroyo,sacrifice policy save human life.,,,
2004 Arroyo,applied policy purpose.,,,
2004 Arroyo,philippines policy demands sacrifice human lives.,,,
2004 Arroyo,"ask angelo de la cruz sacrificed, would change better iraq today saved one filipino painful pointless death, must seize unity attained improve government save economy.",,,
2004 Arroyo,pinapangako ko ang isang bagong direksyon mamamayan muna.,,,
2004 Arroyo,ang taong bayan ang pinakamalaki nating yaman.,,,
2004 Arroyo,"ngunit madalas, kaunti lang ang atensyon na binibigay sa kanilang pagunlad.",,,
2004 Arroyo,di tuloy matawid ang agwat ng mayaman mahirap.,,,
2004 Arroyo,di tuloy mapaabot sa lahat ang biyaya ng demokrasya.,,,
2004 Arroyo,want create economic opportunity home abroad.,,,
2004 Arroyo,dont want one other.,,,
2004 Arroyo,want both.,,,
2004 Arroyo,"done focus, energy, common purpose still lies within power put economic house back working order finds beyond hope repair doomed share fate failed nations.",,,
2004 Arroyo,made head start last three years must take bolder steps forward next six.,,,
2004 Arroyo,inflation control.,,,
2004 Arroyo,ordinary housewife buying rice fish stable prices.,,,
2004 Arroyo,"new investments, foreign and, better yet, domestic, made.",,,
2004 Arroyo,three million people found jobs last three years compared half million three years that.,,,
2004 Arroyo,"malaki ang pagunlad sa pangunahing pangangailangan—malinis na tubig, health insurance, tirahan, paaralan, aklat.",,,
2004 Arroyo,"beat crime, breaking drug kidnapping syndicates, mopping stragglers.",,,
2004 Arroyo,"people safer streets, homes, places work.",,,
2004 Arroyo,"every government world war corruption made lifestyle checks lethal weapon, adopted procurement reforms take fight forward.",,,
2004 Arroyo,"thanks many you, emerged last election votes previous president.",,,
2004 Arroyo,"sign peoples overwhelming support, gave huge majority congress, huge majority among local governments.",,,
2004 Arroyo,"new day, new direction, renewed confidence achieve together.",,,
2004 Arroyo,determined prove tremendous show faith confidence well deserved.,,,
2004 Arroyo,"season bitter partisanship season service upon us all—majority, minority, opposition, administration.",,,
2004 Arroyo,"inaugural address, laid agenda next six years—not utopia something practical achieve accomplish time.",,,
2004 Arroyo,promise term would irreversible turning point.,,,
2004 Arroyo,ipinangangako ko—iiwanan na natin ang ligalig alinlangan.,,,
2004 Arroyo,"end term, question longer whether compete else world shall take indisputable competitive advantage.",,,
2004 Arroyo,"next six years, hope, finally get things right.",,,
2004 Arroyo,"something goal cannot agree reason cannot work together thats needed clear away couple obstacles, intend five key reform packages job creation economic growth anticorruption good government social justice basic needs education youth opportunity energy independence savings.",,,
2004 Arroyo,tough decisions made.,,,
2004 Arroyo,its going tough love hereon.,,,
2004 Arroyo,must tougher whove easy whove tough already.,,,
2004 Arroyo,humarap din sa problema ang mga karatig bansa.,,,
2004 Arroyo,"ang kanilang sikretoy pagkakaisa ng mamamayan, suporta sa liderato, sakripisyo ng bawat isa.",,,
2004 Arroyo,must bear pain share pain enjoy gain together.,,,
2004 Arroyo,must sacrifice less already living lives selfsacrifice.,,,
2004 Arroyo,maraming magsasabi matagal na silang nagsasakripisyo.,,,
2004 Arroyo,ngunit hinihingi ko sa inyo konti pang sakripisyo.,,,
2004 Arroyo,must wait patience reforms work.,,,
2004 Arroyo,"meantime, must work productively world competition keen want jobs come, stay.",,,
2004 Arroyo,urgent problem budget deficit.,,,
2004 Arroyo,sometimes its unavoidable chronic deficits always bad.,,,
2004 Arroyo,sometimes stamping deficits vigorously slow growth.,,,
2004 Arroyo,ignoring kill economy.,,,
2004 Arroyo,sends wrong signal dont understand fiscal predicament help ourselves.,,,
2004 Arroyo,"drive away investments, exacerbate deficit, hurt job growth.",,,
2004 Arroyo,chronic deficits drastically reduce governments ability make infrastructure investments business needs grow create jobs.,,,
2004 Arroyo,chronic deficits mean undertaking less social services private charity never provide without social war inevitable.,,,
2004 Arroyo,surefire formula national failure.,,,
2004 Arroyo,"so, must raise revenues, expand government services, yet cut costs—all time.",,,
2004 Arroyo,boils right priorities.,,,
2004 Arroyo,"beauty fiscal problem solutions known, though applying right ones tricky.",,,
2004 Arroyo,"solutions require toughness part government, cooperation part business, patience part people, active support part congress.",,,
2004 Arroyo,"solutions require profound, even personal, changes.",,,
2004 Arroyo,politicians need focus job hand rather prospect reelection.,,,
2004 Arroyo,worst offender yet hardest pin corporate corruption.,,,
2004 Arroyo,businessmen must adopt attitude tax acceptance tax avoidance.,,,
2004 Arroyo,must stop trying outrun tax collector.,,,
2004 Arroyo,"must recognize fiscally stronger government create congenial business environment greater security, better infrastructure, cheaper credit, business.",,,
2004 Arroyo,administration undertake reforms raise save billion.,,,
2004 Arroyo,ask congress pass eight revenue measures collect billion more.,,,
2004 Arroyo,"alam kong maaasahan ko ang mga mambabatas upang burahin ang deficit, upang ituloy ang magandang trabaho, upang itaguyod ang saligan ng matapat na gobyerno malakas na ekonomiya.",,,
2004 Arroyo,investments infrastructure energy provide greatest multiplier effect growth job creation.,,,
2004 Arroyo,"pag maganda ang imprastraktura gaya ng kalsada, tulay, pantalan, telepono, kuryente, maraming mamumuhunan.",,,
2004 Arroyo,maraming magkakaroon ng trabaho.,,,
2004 Arroyo,"must achieve sufficient, efficient, cheap energy near term.",,,
2004 Arroyo,"must sure capacity meet demands growing economy, choke growth comes, thereby lose opportunities may come again.",,,
2004 Arroyo,"end, napocor powergenerating plants transmission lines must privatized fire sale.",,,
2004 Arroyo,delivering electricity virtually entire country big cannot possibly worth nothing trouble running it.,,,
2004 Arroyo,napocors transmission systems sold terms recognize lucrative monopoly transmission grid.,,,
2004 Arroyo,ask congress pass transco bill already passed house congress.,,,
2004 Arroyo,investments social justice basic needs vital future fiscal macroeconomic reforms.,,,
2004 Arroyo,nation deeply divided stand.,,,
2004 Arroyo,certainly move forward.,,,
