full_nameyears,sentence,label,sentiment_label,sentiment_score
2001 Arroyo,ginawa nilang paper boats ang liham pinalutang sa pasig river patungo sa malacañang.,,,
2001 Arroyo,ito ang sinulat ng sampung taong gulang na si jomar pabalan sana po ay mabigyan ng permanenteng trabaho ang tatay ko para hindi siya mahirapan.,,,
2001 Arroyo,"sabi naman ni jason vann banogan, taong gulang sana po matulungan ninyo ako na makatapos sa pagaaral ko hanggang kolehiyo, kasi po ang nagpapaaral sa akin ay ang lola ko lamang.",,,
2001 Arroyo,"ang tanging nais ni erwin dolera, walong taong gulang ipasara ang payatas dumpsite, bigyan ng lupa ang kanyang pamilya.",,,
2001 Arroyo,"napakalinaw, napakasimple ang hiling ng mga anak ng payatas trabaho.",,,
2001 Arroyo,edukasyon.,,,
2001 Arroyo,sariling tahanan.,,,
2001 Arroyo,idagdag na rin pagkain sa bawat mesa.,,,
2001 Arroyo,ito ang mithiin ng masa.,,,
2001 Arroyo,"this, common sense plain talk, core vision.",,,
2001 Arroyo,vision future must rooted past.,,,
2001 Arroyo,revolution gave birth first republic asia.,,,
2001 Arroyo,sense nationhood born also dream better life filipinos.,,,
2001 Arroyo,"andres bonifacio, poor man, great plebeian started revolution, nurtured dream.",,,
2001 Arroyo,", another poor man rose.",,,
2001 Arroyo,rose powerful position land risked everything fulfill poor mans dream.,,,
2001 Arroyo,"inspired great plebeian, father, president diosdado macapagal, promulgated land reform law emancipate peasant feudal bondage soil.",,,
2001 Arroyo,filipinos peacefully reclaimed civil liberties people power revolution.,,,
2001 Arroyo,"leadership corazon aquino, reaffirmed commitment freedom democracy mere stretch highway—with hardly drop blood shed shot fired anger.",,,
2001 Arroyo,"six months ago, highway, people rose restore morality first institution society animating principle justice rule law.",,,
2001 Arroyo,"thus, see, historic pillars national vision prosperity, freedom, justice.",,,
2001 Arroyo,"ito ang mga layuning ipinaglaban ng bayan mula nang itoy isilang kasaganaan, kalayaan, katarungan.",,,
2001 Arroyo,also see great history progressive advancement towards ultimate goal transfer power state traditional economic political bosses people.,,,
2001 Arroyo,"last may , poor raised voices anger fists fury.",,,
2001 Arroyo,"imprisoned poverty, shackled shame, denied justice society, personally delivered message that, years revolted establish nation, yet partake national dream.",,,
2001 Arroyo,"dinig na dinig ko ang pahayag nila, napakumbaba ako.",,,
2001 Arroyo,hindi bat nasa balikat ko ang tungkuling mamuno sa pakikibaka laban sa salot ng kahirapan ako na siyang anak ng tinawag na poor boy lubao take duty upon shoulders.,,,
2001 Arroyo,without fear foreboding failure.,,,
2001 Arroyo,know greatest obstacle nation must overcome inside us.,,,
2001 Arroyo,"enemy beat spread division rather unity put country profit fairness think worst working common good, wallow despair rather rise achievement–indeed, make politics replace patriotism countrys hour need.",,,
2001 Arroyo,"let us, home democracy, therefore resolve, grab hold enemy within, beat him.",,,
2001 Arroyo,"internal enemy engaged, battle easy.",,,
2001 Arroyo,inherited difficult problems.,,,
2001 Arroyo,.,,,
2001 Arroyo,"million jobless four years ago, unemployment stands million.",,,
2001 Arroyo,"budget surplus president ramos billion pesos, government inherited deficit exceeding billion pesos.",,,
2001 Arroyo,"period, poverty incidence rose .",,,
2001 Arroyo,percent population percent year .,,,
2001 Arroyo,"and, unlike situation battered asia could still lean strength advanced economies, today main trading partners like japan america slowing well.",,,
2001 Arroyo,prevail.,,,
2001 Arroyo,prevail mainstream nation united.,,,
2001 Arroyo,"may elections, administration received solid mandate carry business governance reform.",,,
2001 Arroyo,view mandate choice personalities administration opposition.,,,
2001 Arroyo,"see rather vote us—administration opposition—to roll sleeves, stop looking back, move forward, especially fight mass poverty.",,,
2001 Arroyo,"hinalal tayo upang labanan ang kahirapan, hindi ang isat isa.",,,
2001 Arroyo,challenge clear sugpuin ang kahirapan.,,,
2001 Arroyo,"spirit, appeal everyone today undertake something unconventional much desired especially hard times.",,,
2001 Arroyo,"today, let us set aside bickering politicking least one year.",,,
2001 Arroyo,may congratulate forbearance next state nation address.,,,
2001 Arroyo,"sa halip ng alitan, isang taon tayong magtulungan sa ikabubuti ng taong bayan.",,,
2001 Arroyo,duty.,,,
2001 Arroyo,mandate.,,,
2001 Arroyo,mission.,,,
2001 Arroyo,unity countrys recovery set stage national mobilization needed undertake great difficult tasks ahead.,,,
2001 Arroyo,"tasks became president last january, told people vision winning war poverty within decade.",,,
