full_nameyears,sentence,label,sentiment_label,sentiment_score
Arroyo-2005, fifth state nation address excellency gloria macapagalarroyo president philippines opening regular session congress thank you.,,,
Arroyo-2005,"thank you, speaker de venecia.",,,
Arroyo-2005,"vice president de castro president ramos senate president drilon members senate members house representatives chief justice davide members judiciary archbishop franco excellencies diplomatic corps fellow government workers whether elected, appointed, civil servants distinguished guests ladies gentlemen every year, meet day great hall celebrate democracy take stock nation country condition government performance people wellbeing.",,,
Arroyo-2005,"country divided story nation tale two philippines almost, were, two countries name.",,,
Arroyo-2005,"one philippines whose economy, long years cumulative national endeavor, poised take off.",,,
Arroyo-2005,"philippines whose political system, equally long years degeneration, become hindrance progress.",,,
Arroyo-2005,"country verge take off, storyline would surprise many home abroad.",,,
Arroyo-2005,"story includes economy grew last year continued work teeth biggest oil price hikes history, generating million jobs last four years.",,,
Arroyo-2005,"story includes marked improvements tax collections, infrastructure, housing construction, shelter security urban poor indigenous peoples, rice productivity.",,,
Arroyo-2005,"story includes million beneficiaries health care insurance, including million indigents, whose reenrollment started early year still ongoing.",,,
Arroyo-2005,"story, four years, saw drug menace cut half, rash kidnappings become thing past, insurgency south abated.",,,
Arroyo-2005,"story work one economy resilient full potential people patient hardworking, guided government–with executive legislative handinhand—that able pass nononsense budget make tough decisions put fiscal house order.",,,
Arroyo-2005,"especially refer recent titanic struggle enact three laws comprised biggest fiscal package history, biggest revenue increase generation break vicious cycle financing development borrowing borrow service loans.",,,
Arroyo-2005,one reform snap chain bound future profligate past debtburdened present.,,,
Arroyo-2005,"filipinos strong sense family given congress stronger resolve pass todays debt, bankrupt children grandchildren tomorrow.",,,
Arroyo-2005,struggle done house senate great honor.,,,
Arroyo-2005,congratulations you.,,,
Arroyo-2005,"abroad, story continues.",,,
Arroyo-2005,weve worked long hard restore country prominent place held cofounder united nations free worlds first line defense east.,,,
Arroyo-2005,"seat un security council, presided landmark resolution calling democracy iraq.",,,
Arroyo-2005,"philippines chaired historic conference interfaith cooperation peace un, fruit bold creative initiative speaker house.",,,
Arroyo-2005,head apec antiterrorism task force.,,,
Arroyo-2005,victories war terror acknowledged less president bush u.s. national defense university.,,,
Arroyo-2005,jemaah islamiya abu sayyaf pick pieces broken backbone mindanao.,,,
Arroyo-2005,weve worked organization islamic conference forge peace muslim brothers.,,,
Arroyo-2005,eighty percent peace talks completed.,,,
Arroyo-2005,permanent peace mindanao within reach.,,,
Arroyo-2005,"indeed, story country verge take real.",,,
Arroyo-2005,"analysts need look stock market, even pesodollar exchange rate, sense strong anticipation significant improvements, would overcome tendency worst enemy.",,,
Arroyo-2005,"thus, investors abroad mind, invite join sending strong message great hall waver commitment economic reform fiscal discipline, whatever political cost.",,,
Arroyo-2005,message send address burden philippine story imposes anticipated take off.,,,
Arroyo-2005,refer story political system become hindrance national progress.,,,
Arroyo-2005,"years, political system degenerated extent difficult anyone make headway yet keep hands clean.",,,
Arroyo-2005,"sure, system still capable achieving great reforms.",,,
Arroyo-2005,"but, large, political system betrayed promise new generation filipinos, voting feet, going abroad, leaving system behind.",,,
Arroyo-2005,"perhaps politicians done best maybe best enough, given present system.",,,
Arroyo-2005,perhaps strained present political system final limit.,,,
Arroyo-2005,"time turn people, bring government, change way government done.",,,
Arroyo-2005,people want government works every level.,,,
Arroyo-2005,"want good government begins doorstep barangay, end closed door bureaucrat metro manila.",,,
Arroyo-2005,"system clearly needs fundamental change, sooner better.",,,
Arroyo-2005,its time start great debate charter change.,,,
Arroyo-2005,"must address questions much government needed greater safety economic security people, much less government conducive free enterprise economic progress.",,,
Arroyo-2005,mode charter change exclusive prerogative congress.,,,
Arroyo-2005,constituent assembly may well give people quickest reforms.,,,
Arroyo-2005,"shall work congress, civil society groups, local government executives convinced charter changes needed enable country surmount unprecedented challenges century.",,,
Arroyo-2005,take opportunity acknowledge local government executives brought lgu power revolution transformative leadership.,,,
Arroyo-2005,"economic progress social stability provinces, along increasing selfreliance efficiency political developments public services there, make compelling case federalism.",,,
Arroyo-2005,perhaps its time take power center countryside feeds it.,,,
Arroyo-2005,recognize form government decision body constituted undertake charter change.,,,
Arroyo-2005,"consider legislation could quickened laws made responsive people parliamentary system, similar progressive neighbors region.",,,
Arroyo-2005,"even make serious start charter change, hope still work together initiatives lasting benefit people.",,,
Arroyo-2005,"area education, weve spent increased resources bettertrained teachers classrooms, teaching students effective ways.",,,
Arroyo-2005,"weve laid strong foundation building almost , classrooms past four years, providing computer access , high schools, beginning healthy start breakfast program young schoolchildren.",,,
Arroyo-2005,"ask congress pass preneed code rehabilitate, reform regulate preneed educational programs worked well past major vehicle youth education entitlement.",,,
Arroyo-2005,college education great filipino dream.,,,
Arroyo-2005,"world rapid technological change, getting job keeping depends much well one reasons well one uses hands.",,,
Arroyo-2005,issued e.o.,,,
Arroyo-2005,hours spent vocational training credited towards college degree.,,,
Arroyo-2005,combine job readiness dream college education increasing competitiveness nation.,,,
Arroyo-2005,competitiveness greatly endangered today global oil crisis.,,,
Arroyo-2005,call congress pass legislation encouraging renewable indigenous energy.,,,
Arroyo-2005,"area national security, urge swift passage antiterrorism law protect rather subvert, enhance rather weaken, rights liberties terrorism precisely threatens extinction.",,,
Arroyo-2005,examples serve highlight much work done.,,,
Arroyo-2005,"time divisiveness, theres avoiding partisan politics, determined effort sides limit collateral damage country poised takeoff.",,,
Arroyo-2005,lets call lord lead us.,,,
Arroyo-2005,let us ask grace make us worthy healing land.,,,
Arroyo-2005,alam kong tayong lahat ay naghahangad ng isang makabuluhang pagbabago para sa ating bayan.,,,
Arroyo-2005,tayong lahat ay nagsisikap para matamo ang kapayapaan kaunlaran.,,,
Arroyo-2005,"kung kayat akoy nakikiusap na tulungan ninyo ako, para sa kapakanan ng ating bayan.",,,
Arroyo-2005,"may disagree among let us never lose sight greater battle one people, one country, one philippines.",,,
Arroyo-2005,country president philippines shared passionate affections.,,,
Arroyo-2005,maraming salamat sa inyong lahat.,,,
Arroyo-2005,thank you.,,,
Arroyo-2005,sixth state nation address excellency gloria macapagalarroyo president philippines opening regular session congress thank you.,,,
Arroyo-2005,"thank you, speaker de venecia.",,,
Arroyo-2005,"congratulations, senate president manny villar vice president noli de castro president ramos chief justice panganiban members diplomatic corps senators congressmen congresswomen officials, ladies gentlemen.",,,
Arroyo-2005,"sa araw na ito, nakatuon ang isip natin sa ating mga kababayan sa lebanon.",,,
