full_nameyears,sentence,label,sentiment_label,sentiment_score
Arroyo-2002,"corridors power, palace work, past presidents republic sit portraits judgment me.",,,
Arroyo-2002,"gallery highest public servants, none sits sterner judgment man first led hand palace teenager.",,,
Arroyo-2002,"country mans worth measured property, born nipa hut, family tilled less hectare land.",,,
Arroyo-2002,"years hard struggle brilliant achievement, father took oath president philippines ground made hallow martyrdom national hero.",,,
Arroyo-2002,"hero whose name would honor, whose ideals would pursue.",,,
Arroyo-2002,"indeed, democracy, man may rise nations highest service dint energy intelligence alone, without regard wealth connections father none.",,,
Arroyo-2002,jose rizal wrote a life dedicated great ideal useless mere pebble field forms part edifice.,,,
Arroyo-2002,words diosdado macapagal echoed theme assumed mantle national leadership years ago no president build whole edifice nation.,,,
Arroyo-2002,"called upon add fine stone edifice, shall come may add fine stones go strong enduring structure.",,,
Arroyo-2002,modest words modest man would yet change time feudal society would come view vital institution—land reform.,,,
Arroyo-2002,"countrymen, fine stone like add edifice nation, right stone social justice father left behind, strong republic.",,,
Arroyo-2002,two essential features mark strong republic.,,,
Arroyo-2002,first independence class sectoral interests stands interests people rather powerful minority.,,,
Arroyo-2002,"second capacity, represented strong institutions strong bureaucracy, execute good policy deliver essential services—the things governments do.",,,
Arroyo-2002,results two features—good policies empowered institutions—is faster economic development social reform.,,,
Arroyo-2002,strong republic takes care people takes care future.,,,
Arroyo-2002,"thus, strong republic bedrock victory seek poverty within decade.",,,
Arroyo-2002,"past months, efforts build strong republic difficult, domestic global conditions extremely harsh.",,,
Arroyo-2002,"home, poor pitted rich inflame nations social divisions.",,,
Arroyo-2002,"abroad, contracting economies main trading partners aggravated tensions generated global war terrorism.",,,
Arroyo-2002,"meanwhile, one shocking corporate scandal another severely eroded public faith promising system conducting economic activity—the free market.",,,
Arroyo-2002,"large longterm crises social justice capitalist system itself, whose resolution awaits events well beyond one small nations ability influence short term.",,,
Arroyo-2002,"report state nation today, say immediate crises resolved.",,,
Arroyo-2002,resolution achieved focusing three things.,,,
Arroyo-2002,"first, showing tangible results delivery government services.",,,
Arroyo-2002,"thus, state nation address last year, something never done detailed long list measurable targets would show government move, marking progress swift sure steps, despite turbulent state domestic global affairs.",,,
Arroyo-2002,"halimbawa, target natin noong isang taon , ektarya para sa land reform.",,,
Arroyo-2002,"nakamit natin , ektarya.",,,
Arroyo-2002,"congratulations sa mga probinsiyang topnotchers negros occidental, sultan kudarat, itong dalawang probinsiya bawat isa ay humigit ng , ektarya ng reporma sa lupa.",,,
Arroyo-2002,target natin bilyong piso para sa modernisasyon ng agrikultura.,,,
Arroyo-2002,nakamit natin na bilyon.,,,
Arroyo-2002,"target natin , pamilyang maralitang tagalunsod na makatitiyak sa lupang tinitirikan.",,,
Arroyo-2002,"nakamit natin ,.",,,
Arroyo-2002,"target natin , pamilyang mahihirap na magkaroon ng pabahay.",,,
Arroyo-2002,"nakamit natin , na nga.",,,
Arroyo-2002,"target natin , rolling stores na magbebenta ng bigas sa per kilo.",,,
Arroyo-2002,"nakamit natin , rolling stores.",,,
Arroyo-2002,target natin ibaba sa kalahati ang presyo ng gamot na madalas bilhin ng mahihirap.,,,
Arroyo-2002,nakamit natin mahahanap ang mababang presyong gamot sa mga parmasya ng ospital ng pamahalaan sa mga outlet ng unilab.,,,
Arroyo-2002,"sad say, except unilab, wider distribution network commercial drugstores—under pressure multinational drug companies—will sell cheaper medicines.",,,
Arroyo-2002,"studying punitive measures correct unfair, unjust, heartless situation.",,,
Arroyo-2002,"target natin , maralita para sa health insurance.",,,
Arroyo-2002,nakamit natin na milyon.,,,
Arroyo-2002,"target natin pagdating ng , may eskwela sa bawat barangay.",,,
Arroyo-2002,"may , na barangay na wala pang eskwela.",,,
Arroyo-2002,"nakamit natin , na malapit nang matapos, bukod pa sa school buildings na humahalagang million galing sa alokasyon ni senate president franklin drilon.",,,
Arroyo-2002,target natin kompletong libro sa pangunahing subjects sa grades sa year high school.,,,
Arroyo-2002,nakamit natin magkakaroon ngayong taon ng million books para sa na milyong estudyante.,,,
Arroyo-2002,target natin pagibayuhin ang pagtuturo ng mathematics.,,,
Arroyo-2002,nakamit natin dagdag na oras para sa math sa bagong curriculum.,,,
Arroyo-2002,target natin mas maraming guro.,,,
Arroyo-2002,"nakamit natin , bagong guro.",,,
Arroyo-2002,"target natin dagliang trabaho para sa , outofschool youth.",,,
Arroyo-2002,"nakamit natin ,.",,,
Arroyo-2002,"noong isang taon, dinala ko ang tatlong batang kumatawan sa adhkain ng payatas.",,,
Arroyo-2002,"sabi nila, ang kailangan nila ay edukasyon, kabuhayan, pabahay.",,,
Arroyo-2002,"higit na na batang tagapayatas ay iskolar na ngayon, kasama na si jayson, erwin, jomar.",,,
Arroyo-2002,halos pamilya ang nabigyan ng kabuhayan kasama ang pamilya nila.,,,
Arroyo-2002,may pamilyang binigyan ng karapatang bilhin ang lupang kanilang tinitirahan nila doon sa payatas.,,,
Arroyo-2002,inaatasan ko ang department environment natural resources na apurahin ang pagayos ng natitirang problema sa lupa ng mga residente sa payatas.,,,
Arroyo-2002,"tip accomplishments, first year fight projected poverty.",,,
Arroyo-2002,submitting entire iceberg congress comprehensive performance report.,,,
Arroyo-2002,"good measure, published nationally circulated.",,,
Arroyo-2002,commitments.,,,
Arroyo-2002,delivered them.,,,
Arroyo-2002,strong republic says.,,,
Arroyo-2002,takes care people takes care future.,,,
