full_nameyears,sentence,label,sentiment_label,sentiment_score
Arroyo-2001,"ang tanging nais ni erwin dolera, walong taong gulang ipasara ang payatas dumpsite, bigyan ng lupa ang kanyang pamilya.",,,
Arroyo-2001,"napakalinaw, napakasimple ang hiling ng mga anak ng payatas trabaho.",,,
Arroyo-2001,edukasyon.,,,
Arroyo-2001,sariling tahanan.,,,
Arroyo-2001,idagdag na rin pagkain sa bawat mesa.,,,
Arroyo-2001,ito ang mithiin ng masa.,,,
Arroyo-2001,"this, common sense plain talk, core vision.",,,
Arroyo-2001,vision future must rooted past.,,,
Arroyo-2001,revolution gave birth first republic asia.,,,
Arroyo-2001,sense nationhood born also dream better life filipinos.,,,
Arroyo-2001,"andres bonifacio, poor man, great plebeian started revolution, nurtured dream.",,,
Arroyo-2001,", another poor man rose.",,,
Arroyo-2001,rose powerful position land risked everything fulfill poor mans dream.,,,
Arroyo-2001,"inspired great plebeian, father, president diosdado macapagal, promulgated land reform law emancipate peasant feudal bondage soil.",,,
Arroyo-2001,filipinos peacefully reclaimed civil liberties people power revolution.,,,
Arroyo-2001,"leadership corazon aquino, reaffirmed commitment freedom democracy mere stretch highway—with hardly drop blood shed shot fired anger.",,,
Arroyo-2001,"six months ago, highway, people rose restore morality first institution society animating principle justice rule law.",,,
Arroyo-2001,"thus, see, historic pillars national vision prosperity, freedom, justice.",,,
Arroyo-2001,"ito ang mga layuning ipinaglaban ng bayan mula nang itoy isilang kasaganaan, kalayaan, katarungan.",,,
Arroyo-2001,also see great history progressive advancement towards ultimate goal transfer power state traditional economic political bosses people.,,,
Arroyo-2001,"last may , poor raised voices anger fists fury.",,,
Arroyo-2001,"imprisoned poverty, shackled shame, denied justice society, personally delivered message that, years revolted establish nation, yet partake national dream.",,,
Arroyo-2001,"dinig na dinig ko ang pahayag nila, napakumbaba ako.",,,
Arroyo-2001,hindi bat nasa balikat ko ang tungkuling mamuno sa pakikibaka laban sa salot ng kahirapan ako na siyang anak ng tinawag na poor boy lubao take duty upon shoulders.,,,
Arroyo-2001,without fear foreboding failure.,,,
Arroyo-2001,know greatest obstacle nation must overcome inside us.,,,
Arroyo-2001,"enemy beat spread division rather unity put country profit fairness think worst working common good, wallow despair rather rise achievement–indeed, make politics replace patriotism countrys hour need.",,,
Arroyo-2001,"let us, home democracy, therefore resolve, grab hold enemy within, beat him.",,,
Arroyo-2001,"internal enemy engaged, battle easy.",,,
Arroyo-2001,inherited difficult problems.,,,
Arroyo-2001,.,,,
Arroyo-2001,"million jobless four years ago, unemployment stands million.",,,
Arroyo-2001,"budget surplus president ramos billion pesos, government inherited deficit exceeding billion pesos.",,,
Arroyo-2001,"period, poverty incidence rose .",,,
Arroyo-2001,percent population percent year .,,,
Arroyo-2001,"and, unlike situation battered asia could still lean strength advanced economies, today main trading partners like japan america slowing well.",,,
Arroyo-2001,prevail.,,,
Arroyo-2001,prevail mainstream nation united.,,,
Arroyo-2001,"may elections, administration received solid mandate carry business governance reform.",,,
Arroyo-2001,view mandate choice personalities administration opposition.,,,
Arroyo-2001,"see rather vote us—administration opposition—to roll sleeves, stop looking back, move forward, especially fight mass poverty.",,,
Arroyo-2001,"hinalal tayo upang labanan ang kahirapan, hindi ang isat isa.",,,
Arroyo-2001,challenge clear sugpuin ang kahirapan.,,,
Arroyo-2001,"spirit, appeal everyone today undertake something unconventional much desired especially hard times.",,,
Arroyo-2001,"today, let us set aside bickering politicking least one year.",,,
Arroyo-2001,may congratulate forbearance next state nation address.,,,
Arroyo-2001,"sa halip ng alitan, isang taon tayong magtulungan sa ikabubuti ng taong bayan.",,,
Arroyo-2001,duty.,,,
Arroyo-2001,mandate.,,,
Arroyo-2001,mission.,,,
Arroyo-2001,unity countrys recovery set stage national mobilization needed undertake great difficult tasks ahead.,,,
Arroyo-2001,"tasks became president last january, told people vision winning war poverty within decade.",,,
Arroyo-2001,"succeed, template national agenda must revolve around four components—apat na elemento ng pakikibaka sa kahirapan.",,,
Arroyo-2001,first economic philosophy free enterprise appropriate century.,,,
Arroyo-2001,pagnenegosyo upang dumami ang trabaho.,,,
Arroyo-2001,pitiless freeforall free enterprise social conscience.,,,
Arroyo-2001,second component modernized agricultural sector founded social equity.,,,
Arroyo-2001,palalaguin ang kita ani ng maralitang tagabukid.,,,
Arroyo-2001,third component social bias toward disadvantaged balance economic development plan.,,,
Arroyo-2001,pagkalinga sa mga bahagi ng lipunan na naiiwanan ng kaunlaran.,,,
Arroyo-2001,fourth component raise moral standards government society.,,,
Arroyo-2001,moralidad sa gobyerno lipunan bilang saligan ng tunay na kaunlaran.,,,
Arroyo-2001,"pagnenegosyo, pagpapaunlad ng agrikultura, kalinga sa nagigipit na sektor, moralidad sa gobyerno lipunan—ito ang mga sandata natin sa digmaangbayan laban sa kahirapan.",,,
Arroyo-2001,therefore organized interpretation state nation along four components national antipoverty ideology.,,,
Arroyo-2001,first economic philosophy century.,,,
Arroyo-2001,"philosophy, way fight poverty create jobs, destroy them.",,,
Arroyo-2001,"create jobs, attract investments.",,,
Arroyo-2001,"attract investments, attend macro measures concerns.",,,
Arroyo-2001,"addressing macro concerns, focus longterm structural issues.",,,
Arroyo-2001,"started reform power sector, congratulate previous congress accomplishment.",,,
Arroyo-2001,"now, turn basics like infrastructure, productivity, savings rate.",,,
Arroyo-2001,"focusing infrastructure, harness private sector via buildoperatetransfer law.",,,
Arroyo-2001,"priorities include telecommunications facilities highspeed productivity low cost, roads target tourist destinations, infrastructure modernization agriculture, mass transport infrastructure metro manila, commuter transport systems disperse communities towards subicclark calabarzon.",,,
Arroyo-2001,"minimize bottlenecks productivity, high cost power, deterrents investments agriculture, overly confrontational labormanagement relations, corruption red tape national local government levels.",,,
Arroyo-2001,"reduce cost power, begin implementing power sector reform law previous congress passed.",,,
Arroyo-2001,"reduce deterrents investments agriculture, ask congress enact law making farmland acceptable loan collateral.",,,
Arroyo-2001,"reduce excessive friction labor management relations, go extra mile work industrial peace, work labor business retrain workers fastchanging technologies new economy.",,,
Arroyo-2001,"reduce corruption executive branch, cabinet secretaries deliver tangible results within months fighting graft.",,,
Arroyo-2001,new eprocurement program save billions minimize anomalies.,,,
Arroyo-2001,gave reinforced presidential antigraft commission added teeth investigate prosecute moto propio corruption high places.,,,
Arroyo-2001,make bir customs showcases fight graft corruption.,,,
Arroyo-2001,"reduce corruption among elective officials, help honest people get elected financing full computerization elections.",,,
Arroyo-2001,released billion pesos .,,,
Arroyo-2001,needed computerization.,,,
Arroyo-2001,ask congress add another million budget.,,,
Arroyo-2001,"let us make polls may , last national elections use primitive methods voter identification ballot tabulation.",,,
Arroyo-2001,"reduce red tape national government, within months, government agencies implement measures cut half number signatures required service.",,,
Arroyo-2001,"housing permits shall need approvals, instead .",,,
Arroyo-2001,"legislation required effect efficiency, agencies concerned draft appropriate bills endorsement congress.",,,
Arroyo-2001,congratulate lto issuing licenses half hour.,,,
Arroyo-2001,congratulate nbi issuing clearances one day.,,,
Arroyo-2001,ask local governments likewise streamline operations slash red tape.,,,
Arroyo-2001,must continuity national local governments efforts investorfriendly.,,,
Arroyo-2001,"address issues related savings rate, cost domestic capital reduced.",,,
Arroyo-2001,issues tied strength financial fiscal sectors.,,,
Arroyo-2001,"regard financial sector, ask congress amend bsp charter banking act improve supervision promote financial prudence.",,,
Arroyo-2001,amendments take us money laundering list.,,,
Arroyo-2001,adhere freely convertible peso market exchange rates.,,,
Arroyo-2001,"however, support central banks measures curb speculation.",,,
Arroyo-2001,"speculating peso, say pity common people, love country makunsyensya naman kayo.",,,
Arroyo-2001,"instead speculating, let us strengthen financial sector.",,,
Arroyo-2001,design innovative policies develop capital market.,,,
Arroyo-2001,"set secondary housing mortgage market, asset management company, provident fund overseas filipinos.",,,
Arroyo-2001,simplify clarify system incentives.,,,
Arroyo-2001,interpret investment laws favor investor.,,,
Arroyo-2001,"ask congress enact laws capital market reform personal equity retirement act, investment company act, securitization act, amendments securities regulation code.",,,
Arroyo-2001,"regard fiscal sector, control budget deficit collecting taxes vigorously spending money prudently.",,,
Arroyo-2001,"longer term, ask congress enact law providing gross income tax.",,,
Arroyo-2001,alisin na natin ang mga tax deduction na nagiging sanhi lamang ng katakuttakot na corruption.,,,
Arroyo-2001,strength financial fiscal sectors partly lies use realities global regional environment benefit.,,,
Arroyo-2001,"thus, enhance relations united states, whose economic military power continues make important factor affairs region nation.",,,
Arroyo-2001,"also strengthen bilateral economic political relations japan, biggest source development assistance major trading partner.",,,
Arroyo-2001,"more, design foreign policy foreign trade policy context asean.",,,
Arroyo-2001,"ask congress enact law giving overseas filipinos, continue play critical role countrys economic social stability, right vote.",,,
Arroyo-2001,preparing growth sectors future enables us tap opportunities century.,,,
Arroyo-2001,promote fastgrowing industries highvalue jobs plentiful.,,,
Arroyo-2001,"one information communications technology, ict.",,,
Arroyo-2001,"english literacy, aptitude, skills give us competitive edge ict.",,,
Arroyo-2001,"filipino workers ranked number one field, number one among knowledge workers.",,,
Arroyo-2001,analysts point two developing countries likely world centers software development data management decade india philippines.,,,
Arroyo-2001,live forecast.,,,
Arroyo-2001,"first step, let us declare technology foundation future economic development, china .",,,
Arroyo-2001,ict jumpstart old stalling economy make leapfrog new economy.,,,
Arroyo-2001,highspeed connectivity low cost increase use ict.,,,
Arroyo-2001,also way smart globe properly interconnect.,,,
Arroyo-2001,"finally hear last annoying words, network busy.",,,
Arroyo-2001,"rules promote rather regulate ict, turn, ask cellular phone companies stop charging dropped calls irritating unfair public.",,,
Arroyo-2001,"ask congress enact laws address internet privacy security, allow multimedia convergence, create department telecommunications information technology.",,,
Arroyo-2001,"prepare youth next generation knowledge workers, upgrade math science teaching basic education.",,,
Arroyo-2001,take hard look education ask preparing youth jobs new economy justkeepingthemoffthestreetsuntiltheyarethrownthere jobless graduation finish school all.,,,
Arroyo-2001,"increase chances filipino children finishing school, minimize cost going school.",,,
Arroyo-2001,"stopped collection miscellaneous fees last enrollment day, , students enrolled anticipated.",,,
Arroyo-2001,"reduce time money spent actually travel school, want school building every barangay .",,,
Arroyo-2001,"ibig nating tumalas ang ulo ng mga estudyante, hindi malaspag ang paa.",,,
Arroyo-2001,"improve quality education required new economy, increase number textbooks per student well quality instruction.",,,
Arroyo-2001,year public school students textbooks priority subjects grades years high school.,,,
Arroyo-2001,"better paid therefore better motivated teachers, mention teachers sound fiscal management enabled us provide supplemental budget .",,,
Arroyo-2001,billion pesos hire teachers increase pay without increasing deficit.,,,
Arroyo-2001,"aside ict, also competitive edge tourism natural wonders country natural warmth people.",,,
