full_nameyears,sentence,label,sentiment_label,sentiment_score
Aquino-2013,"candidate, president, even step office, difficulties face joke.",,,
Aquino-2013,"widespread transformation society objective, aware many things many people would confront order achieve this.",,,
Aquino-2013,raised parents back face challenges.,,,
Aquino-2013,would able live refused chance alleviate suffering filipino endure.,,,
Aquino-2013,"answered call, us start grown number.",,,
Aquino-2013,"believe right, allies grow.",,,
Aquino-2013,"may, asked you, boss, going right direction reply yes, let us accelerate transformation society.",,,
Aquino-2013,"asked allies would help steer country one direction, delivered.",,,
Aquino-2013,"truth is, majority, even nine twelve, nine top ten senators individuals recommended you.",,,
Aquino-2013,"message past election clear yes, let us keep going, let us add , sitios electrified let us add , families informal settlers finally have, soon have, decent homes let us increase less billion pesos additional funds go education, health, social services, many others right efficient collection taxes feel tangible signs society truly changing.",,,
Aquino-2013,become even optimistic message clear alone carrying responsibilities.,,,
Aquino-2013,"encouraged, even likes mr. niño aguirre helping shape future think though unable walk, climbed way fourthfloor precinct, could vote contribute true social transformation.",,,
Aquino-2013,"thank you, mr. aguirre.",,,
Aquino-2013,"shortage filipinos ready pitch in, source change experience.",,,
Aquino-2013,"strategy—maximize opportunities all, especially need.",,,
Aquino-2013,content wait trickledown effect cannot leave fate—their receiving benefits progress—to chance.,,,
Aquino-2013,"call inclusive growth—this allencompassing progress—is principle drives every initiative, every action, every decision government.",,,
Aquino-2013,"ones left behind chose venture onwards us, simply seize opportunity.",,,
Aquino-2013,basis principle widespread opportunity key comprehensive sustained progress.,,,
Aquino-2013,let us forget opportunities seeds.,,,
Aquino-2013,"must water diligence, nourish determination, cultivate dedication.",,,
Aquino-2013,let us take look tesdadole scholars.,,,
Aquino-2013,", people graduated programs, estimated six ten found jobs.",,,
Aquino-2013,"this, according studies conducted dbm , .",,,
Aquino-2013,percent tesda graduates found jobs.,,,
Aquino-2013,"last year, tesdas itbpo program, .",,,
Aquino-2013,percent graduates found employment.,,,
Aquino-2013,"electronics semiconductor program, percentage employed graduates reached percent.",,,
Aquino-2013,"clear ones shape growth, ones determine whether fruits labors become sweet ripe picking, let rot away waste chances new chapter history given us.",,,
Aquino-2013,let us go everything one one.,,,
Aquino-2013,objective expand reach pantawid pamilyang pilipino program achieved.,,,
Aquino-2013,", household beneficiaries found upon coming office grown almost million households three years administration.",,,
Aquino-2013,"according research conducted philippine institute development studies, compared finished elementary level, income high school graduates percent higher.",,,
Aquino-2013,"right maximize help give families, young beneficiaries finish high school, thereby helping make benefits program next year, families children years old included program children able finish high school.",,,
Aquino-2013,let us move education.,,,
Aquino-2013,"goal raise quality learning children undertake, finish schooling, seize opportunities opening society accomplished.",,,
Aquino-2013,"finally erased backlog inherited books chairs, secretary armin luistro continues demonstrate true grit, even backlog inherited classrooms also erased year.",,,
Aquino-2013,"even good news now, also ability prepare additional needs implementation k program require.",,,
Aquino-2013,problems plagued brother armin deped laughing matter.,,,
Aquino-2013,"think one textbook used priced pesos since assumed office, price exact textbook gone pesos.",,,
Aquino-2013,"would happened paying proper price beginning saved difference pesos books bought, five textbooks estimated .",,,
Aquino-2013,"million students public school system, equivalent would amount almost .",,,
Aquino-2013,billion pesos.,,,
Aquino-2013,"savings alone could funded plans repair rehabilitate around , classrooms.",,,
Aquino-2013,"brother armin didnt strength will, could left culture negligence agency successor deal with.",,,
Aquino-2013,"could also left backlog, well growing gap needs rising number enrollees year.",,,
Aquino-2013,"instead content, instead saying, this do.",,,
Aquino-2013,"job done, brother armin build even chairs classrooms, buy even books, ensure even needs future years also met.",,,
Aquino-2013,"regarding strengthening agricultural sector, also achieved.",,,
Aquino-2013,"think according nfa, , country imported million metric tons rice.",,,
Aquino-2013,", fell , metric tons.",,,
Aquino-2013,", metric tons.",,,
Aquino-2013,", maximum we, including private sector, import minimum access volume , metric tons.",,,
