full_nameyears,sentence,label,sentiment_label,sentiment_score
Arroyo-2003,"thank national police solid support yesterdays crisis, sure welcome comprehensive reform cure organization failures scale alghozi escape, also daily devils kotong cops.",,,
Arroyo-2003,"now, peace peace south, peace countryside, safe homes secure communities.",,,
Arroyo-2003,remain war—at war terrorism war corruption war disease war drugs—the greatest menace facing country today.,,,
Arroyo-2003,"last five weeks, weve struck major blow drug menace.",,,
Arroyo-2003,eight billion pesos five weeks.,,,
Arroyo-2003,"pity days later penultimate success drug menace, find war destabilizers.",,,
Arroyo-2003,cannot stay divided much need together.,,,
Arroyo-2003,"address joint houses assembled, nationatlarge.",,,
Arroyo-2003,need need other.,,,
Arroyo-2003,iyon ang aking sinabi nang naluklok ako bilang pangulo noong .,,,
Arroyo-2003,sinabi ko noon na panahon na ng paghilom sa ating lipunan.,,,
Arroyo-2003,"sa aking unang state nation address, pinagdiinan ko ang mga batayang hangarin ng karaniwang pilipino trabaho, pagkain sa bawat mesa, tahanan, edukasyon.",,,
Arroyo-2003,gave targets.,,,
Arroyo-2003,submitting congress nation technical report governments performance.,,,
Arroyo-2003,"sum say, delivered great part commitments.",,,
Arroyo-2003,"hindi lumampas ang dalawang buwan pagkatapos noong state nation address, noong , nagbago ang mundo.",,,
Arroyo-2003,"sa mga batayang hangaring trabaho, pagkain sa bawat mesa, tahanan, edukasyon, ating idinagdag ang kapayapaan.",,,
Arroyo-2003,"ngunit dahil hindi pa matatag ang ating republika, hindi pa natin maaasahan na kung ang isang pangulo ay maguutos parang isang presidente ng isang korporasyon, ay maiintindihan susunod kaagad ang mga institusyon burokrasya.",,,
Arroyo-2003,"nation whose institutions still fragile, leader cannot run developing country like corporation.",,,
Arroyo-2003,"practical purposes people, government exists provide jobs, homes, education, peace, food every table.",,,
Arroyo-2003,"adequately dependably, government must possess capacity execute good policy deliver basic services strong responsive institutions staffed competent dedicated bureaucracy.",,,
Arroyo-2003,"short, government must arm strong republic.",,,
Arroyo-2003,strong republic happen overnight even two three years.,,,
Arroyo-2003,happen all.,,,
Arroyo-2003,"setting, first virtue modern leader constant sense correct perspective, capacity retain original focus, plod regardless.",,,
Arroyo-2003,"must stick priorities carefully chosen, rather dump every first issue recklessly raised.",,,
Arroyo-2003,"stuck priorities jobs, food every table, homes, education, peace.",,,
Arroyo-2003,"many reforms yet bear fruit, fullness time country reap carefully picked, planted, nurtured.",,,
Arroyo-2003,harvest plenty.,,,
Arroyo-2003,harvest fact started.,,,
Arroyo-2003,"sa kapayaan hit hard terrorism and, help speaker joe de venecia, made advances towards negotiated peace two fronts milf ndf.",,,
Arroyo-2003,"sa susunod na linggo, magsisimula na ang paguusap ng peace panels ng gobyerno milf tungo sa isang panghuling kasunduang pangkapayapaan.",,,
Arroyo-2003,"avail good offices malaysia search political solution conflict milf, looking help united states rehabilitation conflict areas eradication roots war.",,,
Arroyo-2003,"we—all us filipinos—have decide now, all, whether want peace want war.",,,
Arroyo-2003,way peace.,,,
Arroyo-2003,peace way.,,,
Arroyo-2003,"subalit kung ipagpipilitan ng ilang mga kaaway ng ating republika ang digmaan, wala akong magagawa kung hindi tapatan sila upang ipagtanggol ang ating mga kababayan.",,,
Arroyo-2003,thank senate ratifying seven un conventions terrorism.,,,
Arroyo-2003,asked ratify remaining five.,,,
Arroyo-2003,"hinihingi ko rin sa kongreso na ipasa na ang antiterrorism law, isama rito ang pagpataw ng mabigat na parusa sa kapabayaan sa pangangalaga ng mga pinaghihinalaang terorista.",,,
Arroyo-2003,"kasama ng terorismo, ang problema ng droga, ang pinaguugatan ng matinding pagkabahala ng mga mamamayan tungkol sa kanilang personal na kaligtasan.",,,
