full_nameyears,sentence,label,sentiment_label,sentiment_score
Aquino-2015,"begin, would first like apologize.",,,
Aquino-2015,"wasnt able traditional processional walk, shake hands going receive me, feeling well right now.",,,
Aquino-2015,"vice president jejomar binay former presidents fidel valdez ramos joseph ejercito estrada senate president franklin drilon members senate speaker feliciano belmonte, jr. members house representatives chief justice maria lourdes sereno justices supreme court distinguished members diplomatic corps members cabinet local government officials members military, police, uniformed services fellow public servants and, bosses, beloved countrymen good afternoon all.",,,
Aquino-2015,sixth sona.,,,
Aquino-2015,"again, face congress countrymen report state nation.",,,
Aquino-2015,"five years passed since put stop culture wangwang, streets, society large since formally took oath fight corruption eradicate poverty since filipino people, bosses, learned hope more.",,,
Aquino-2015,"bosses, story journey along straight path.",,,
Aquino-2015,"last friday, inaugurated muntinlupacavite expressway.",,,
Aquino-2015,"first publicprivate partnership project approved, first ppp project opened public administration.",,,
Aquino-2015,previous administrations government beg private sector gain participation.,,,
Aquino-2015,"now, companies ones seemingly courting government—for mcx particular, paid premium million private partner could privilege building infrastructure need.",,,
Aquino-2015,"fact, confident project earn profit, said first month toll operations mcx free.",,,
Aquino-2015,indeed come far.,,,
Aquino-2015,"and, order us appreciate far travelled, let us recall started.",,,
Aquino-2015,"came office, found citizenry grown desensitized many allegations lying, cheating, stealing government.",,,
Aquino-2015,power boasted country enough classrooms.,,,
Aquino-2015,truth classes held four shifts.,,,
Aquino-2015,"students went school still dark, others would go home long dark night well truly fallen.",,,
Aquino-2015,left dark accorded sufficient time classroom learning.,,,
Aquino-2015,predecessor took pride uninterrupted growth last sona.,,,
Aquino-2015,"scrutinize said, however, would realize significant portion growth fueled remittances filipinos lost hope country.",,,
Aquino-2015,say people voting feet.,,,
Aquino-2015,"imitate style governance, would loath claim success borne forcing countrymen escape shores.",,,
Aquino-2015,"elections approached, million allegedly used buy fertilizer suitable crops endeavor costly many instances, farmers received farming supplements never saw it.",,,
Aquino-2015,ask nourished fertilizers definitely neither farmers crops.,,,
Aquino-2015,perhaps also remember nbnzte scandal.,,,
Aquino-2015,investigated senate someone said attempt bribe him.,,,
Aquino-2015,"undertook inquiry, person want testify claimed executive privilege.",,,
Aquino-2015,"course, couldnt summon sitting president—hence, one could question henchman accused bribery.",,,
Aquino-2015,"naturally, denied accusation.",,,
Aquino-2015,"times, even children became familiar word scam.",,,
Aquino-2015,"might also remember hello garci, answer mere i sorry.",,,
Aquino-2015,genuine bank accounts nonexistent jose pidal.,,,
Aquino-2015,"attempt convene constitutional assembly, could stay power rest lives.",,,
Aquino-2015,"executive order , tried stifle truth.",,,
Aquino-2015,"declaration state emergency, order away checks balances martial law enshrined constitution.",,,
Aquino-2015,midnight appointments.,,,
Aquino-2015,"policy known calibrated preemptive response, used protesters.",,,
Aquino-2015,"even level grammar, wrong.",,,
Aquino-2015,could response come anything else its like saying replied someone never texted you.,,,
Aquino-2015,headlines greeted us every time breakfast years came office.,,,
Aquino-2015,"moment assumed presidency, began unearth anomaly anomaly.",,,
Aquino-2015,"previous sonas, already mentioned national food authority, allowed debt bloat .",,,
Aquino-2015,"billion pesos , .",,,
Aquino-2015,billion june .,,,
Aquino-2015,"even worse continued import rice, rot warehouses.",,,
Aquino-2015,"pagcor, billion pesos went coffee.",,,
Aquino-2015,"mwss excessive bonuses, one top other.",,,
Aquino-2015,laguna lake attempt waste billion play mud.,,,
Aquino-2015,indeed could comprehend behind controversies could willingly benefit suffering countrymen.,,,
Aquino-2015,every government official takes oath right countrymen uphold law.,,,
Aquino-2015,clear predecessor precisely opposite.,,,
Aquino-2015,"witnesses appalling example, filipinos massacred maguindanao november .",,,
