full_nameyears,sentence,label,sentiment_label,sentiment_score
Aquino-2014,economy weak industry sparse.,,,
Aquino-2014,failed gain confidence investors.,,,
Aquino-2014,result jobs created.,,,
Aquino-2014,found people deprived hope.,,,
Aquino-2014,"many us already given up, forced take chances countries.",,,
Aquino-2014,"heads bowed, come accept would never able rely government society.",,,
Aquino-2014,"philippines sank deep despair dirty politics.our trust disappeared confidence world philippines ebbed, worst lost faith ourselves.",,,
Aquino-2014,juncture began journey straight righteous path.,,,
Aquino-2014,"father nation, shoulders rest problems inherited problems arise today—it also duty prepare future.",,,
Aquino-2014,"every moment, must mindful concerns perspectives all.",,,
Aquino-2014,think way watching two hundred tv channels time.,,,
Aquino-2014,"need understand unfolding you—you also need know happened before, could lead.",,,
Aquino-2014,"confusion option, must response every question, suggestion, criticism—and must answers even questions asked.",,,
Aquino-2014,"easy job, human, one times also capable feeling apprehension.",,,
Aquino-2014,"spite this, resolve firm primary goal clear return government rightful mandate—to serve filipino people always.",,,
Aquino-2014,true saying give man fish feed day.,,,
Aquino-2014,teach man fish feed lifetime.,,,
Aquino-2014,example technical education skills development authority tesda.,,,
Aquino-2014,disbursement acceleration program contributed .,,,
Aquino-2014,billion pesos tesdas training work scholarship program.,,,
Aquino-2014,"amount enabled graduation , beneficiaries.",,,
Aquino-2014,"percent these—or, , graduates—now jobs.",,,
Aquino-2014,"remaining percent, tesda helping find employment.",,,
Aquino-2014,"take look scholars names pertinent data listed down, wish confirm them.",,,
Aquino-2014,"divide allocated funding number graduates, see government invested around , pesos every scholar.",,,
Aquino-2014,"bpo sector, monthly salary , already considered low end.",,,
Aquino-2014,"every year, earn , pesos.",,,
Aquino-2014,"given maximum tax deduction, annual income tax , pesos.",,,
Aquino-2014,"means first year alone , pesos government invested would paid back—and even profit.",,,
Aquino-2014,"taxes paying government retires will, turn, provide countrymen opportunities given.",,,
Aquino-2014,"good governance right intentions, practices, results.",,,
Aquino-2014,everyone wins.,,,
Aquino-2014,"let us listen stories two tesda graduates translated transcript testimonial marc joseph escora, tesda beneficiary even youve realized dreams, know success, its still stable.",,,
Aquino-2014,still need work hard it.,,,
Aquino-2014,marc joseph escora.,,,
Aquino-2014,high school graduate.,,,
Aquino-2014,"help technical education skills development authority , career business process outsourcing bpo industry right now.",,,
Aquino-2014,based libertad public market seven years.,,,
Aquino-2014,worked barker forpublic transportation vehicles.,,,
Aquino-2014,"family couldnt afford put us school, needed find way support myself, could graduate.",,,
Aquino-2014,important thing ive learned confidence interact people.,,,
Aquino-2014,"people see disability, usually wont able see past it, abilities.",,,
Aquino-2014,need trust yourself.,,,
Aquino-2014,"tesda wasnt help me, probably wouldnt now.",,,
Aquino-2014,way living much better lived back then.,,,
Aquino-2014,"translated transcript testimonial jonnalyn navarossa, tesda beneficiary tesda helped finish studies, find job, support family.",,,
Aquino-2014,"jonnalyn navarossa, technical trainer toyota motor philippines.",,,
Aquino-2014,graduated top batch automotive servicing training class tesda region .,,,
Aquino-2014,chose study automotive servicing ive always dreamed mechanical engineer.,,,
Aquino-2014,"order earn living save up, enrolled tesda.",,,
Aquino-2014,were used thinking auto mechanic mans job.,,,
Aquino-2014,"ive proven long work hard, long youre determined, ensure quality products.",,,
Aquino-2014,"tesda taught value good, clean, quality work.",,,
Aquino-2014,"now, im confident myself.",,,
Aquino-2014,its much easier dream bigger.,,,
Aquino-2014,"launched expanded conditional cash transfer program june , budget .",,,
Aquino-2014,billion pesos.,,,
Aquino-2014,"now, government also support beneficiaries years old.",,,
Aquino-2014,"ask, why according study conducted philippine institute development studies, high school graduate earns percent someone able finish grade school.",,,
Aquino-2014,investing valuable resource filipino people.,,,
Aquino-2014,data national economic development authority attests success.,,,
Aquino-2014,"according them, .",,,
Aquino-2014,percent poverty rate first semester went .,,,
Aquino-2014,percent period .,,,
Aquino-2014,three percentage points equivalent .,,,
Aquino-2014,million filipinos crossed poverty line.,,,
Aquino-2014,"course, right focus needs poorest society.",,,
Aquino-2014,stop there.,,,
Aquino-2014,"greater resources, striving ensure crossed poverty line never go back it.",,,
Aquino-2014,"came office, found society like derelict house choice live.",,,
Aquino-2014,even worse virtually tools materials repair damage.,,,
Aquino-2014,"past years, help every filipino cared wellbeing fellowmen, acquiring tools materials need.",,,
Aquino-2014,one tools budget focused solely needs citizenry—a budget passed ontime four years row.,,,
Aquino-2014,tools include laws accelerated bringing benefits bosses.,,,
Aquino-2014,where—under fair system—the resurgence economy began.,,,
Aquino-2014,able save prudent fiscal management.,,,
Aquino-2014,"able expand coverage essential services without raising taxes, apart sin tax reform, whose goal reduce vice society.",,,
Aquino-2014,"worked ability fund projects implemented, implementing, implementing.",,,
Aquino-2014,strengthened tax collections .,,,
Aquino-2014,"trillion pesos collections , increased .",,,
Aquino-2014,trillion pesos .,,,
Aquino-2014,improved management debt.,,,
Aquino-2014,"result decrease debt gdp ratio money went paying interest, able channel social services.",,,
Aquino-2014,even able fulfill obligations government inherited past administrations.,,,
Aquino-2014,"example , administration president ramos, government required recapitalize central bank philippines billion pesos, could fulfill mandate.",,,
Aquino-2014,president ramos able fund billion pesos nothing added since then.,,,
Aquino-2014,"billion pesos obligation left us, paid full.",,,
Aquino-2014,"worked hard accumulate funds government today, tolerate wasting it.",,,
Aquino-2014,"bosses choose right leaders, succeeding administrations able surpass done administration greatly reduced number problems remaining, giving stronger foundation begin.",,,
Aquino-2014,"say stronger foundation past , first time history, philippines upgraded investment grade status moodys, fitch, standard poors—the three major credit ratings agencies world.",,,
Aquino-2014,"study macroeconomic fundamentals governance, determined less risk, led vast increase confidence part investors.",,,
Aquino-2014,"may, upgraded philippines yet again.",,,
Aquino-2014,"means philippines investment grade, government able borrow funds programs projects lower interest rates, businesses attracted invest country, filipinos able feel benefits economic resurgence quickly.",,,
Aquino-2014,"anyone add investmentsthat came philippine economic zone authority peza since inception , would see percent total investments peza came four years administration.",,,
Aquino-2014,"remaining percent took years past administrations accumulate.we confident that, step office, able match even surpass amount.",,,
Aquino-2014,director general lilia de lima thank done achieve success.,,,
Aquino-2014,"economy country indeed taking off, already realizing even greater aspirations.",,,
Aquino-2014,"instance, inherited seemingly grounded aviation industry significant safety concerns issued philippines international civil aviation organization, icao downgraded united states federal aviation administration european union implemented restrictions local carriers.",,,
Aquino-2014,", icao lifted significant safety concerns previously issued philippines.",,,
Aquino-2014,"followed, year, european union lifting ban philippine airlines, allowing fly europe—which means filipinos able fly directly manila london.",,,
Aquino-2014,"naturally, cebu pacific soon follow suit, since also received go signal eu .",,,
Aquino-2014,"year, well, united states federal aviation administration upgraded philippines back category .",,,
Aquino-2014,"upgrade, likely also increase routes going united states.",,,
Aquino-2014,increase flights local airlines united states participating countries eu big help tourism business.,,,
Aquino-2014,"today, continue receive news that, tourists businessmen wish visit philippines, actually shortage flights country.",,,
Aquino-2014,"so, upgrades received aviation indeed good news number flights rise, thus providing solution problem.",,,
Aquino-2014,"and, continued cooperation caap local carriers, certainly able attract businessmen tourists coming years.",,,
Aquino-2014,win tourism sector win filipino people.,,,
Aquino-2014,"good governance source upgrades, thank director general william hotchkiss, caap, local carriers hard work.",,,
Aquino-2014,"indeed, philippines limelight global stage.",,,
Aquino-2014,"may, successfully hosted world economic forum east asia, showed world capable of.",,,
Aquino-2014,"apec summit philippines hosting next year, able inform even people progress, opportunities opened all.",,,
Aquino-2014,doubt philippines indeed open business.,,,
Aquino-2014,"apart fostering improved busines climate, also pursuing better relations labor managment.",,,
Aquino-2014,"consider according national conciliation mediation board, since , number strikes per year limited less ten.",,,
Aquino-2014,"positive result department labor employments single entry approach, sena, filed labor cases go conciliationmediation period.",,,
Aquino-2014,"good news notices strike lockout , one pushed through.",,,
Aquino-2014,lowest number strikes history dole.,,,
Aquino-2014,"achievements, extend gratitude secretary rosalinda baldoz, dole family, labor management sectors.",,,
Aquino-2014,"secretary baldoz joking around two strikes, one.",,,
Aquino-2014,"said, linda, , halfstrike wont do.",,,
Aquino-2014,maybe strive strikes well aware need infrastructure order sustain momentum economy continue creating opportunities country.,,,
Aquino-2014,"infrastructure entice businessmen—it speed transport goods services, help us ensure go head head overseas markets.",,,
