full_nameyears,sentence,label,sentiment_label,sentiment_score
Estrada-2000,romantic name always oneway affair.,,,
Estrada-2000,rest country always expected mindanao fulfill promises them.,,,
Estrada-2000,time rest country fulfill promises mindanao.,,,
Estrada-2000,convert mindanao land fulfillment.,,,
Estrada-2000,let us forget mindanao integral organic part philippines.,,,
Estrada-2000,past four half centuries.,,,
Estrada-2000,"today, forever.",,,
Estrada-2000,government neutralize attempt moro islamic liberation front amputate southern parts country away organic whole convert independent muslim state.,,,
Estrada-2000,"winning war territorial encroachment simply previous administration refused fight, pretending wasnt happening.",,,
Estrada-2000,"fact, milf already occupied hoisted flag large territories mindanao—in least camps—under nose preceding administration, either naive enough tolerate timid stop them.",,,
Estrada-2000,"contrast, government decisive enough expel them.",,,
Estrada-2000,"president, could stand rebels ate countrys territory elected govern.",,,
Estrada-2000,"took office, swore preserve defend constitution.",,,
Estrada-2000,solemn duty constitution repel armed rebellion defend sovereignty integrity republic.,,,
Estrada-2000,"milf could talked position, whether territorial ideological.",,,
Estrada-2000,said goal secession nonnegotiable.,,,
Estrada-2000,"well, neither sovereignty integrity republic.",,,
Estrada-2000,one challenge proposition force arms get away it.,,,
Estrada-2000,would quieter conflict could resolved exchange words rather exchange fire.,,,
Estrada-2000,"whenever words tried past, name socalled peace reality appeasement, rebels simply used peace talks opportunity arms buildup, troop recruitment training, deployment, territorial consolidation, enlarging threat republic.",,,
Estrada-2000,would larger space tolerance pushed cause open marketplace ideas.,,,
Estrada-2000,"instead, built army used firepower force separatist aims unwilling people.",,,
Estrada-2000,"true form, milf took advantage ceasefire commit least violations.",,,
Estrada-2000,"include kidnapping father luciano benedetti september occupying setting fire municipal hall talayan, maguindanao takeover kauswagan municipal hall bombing lady mediatrix boat ozamiz city takeover narciso ramos highway.",,,
Estrada-2000,"so, inflicted severe damage countrys image abroad, scared muchneeded investments away.",,,
Estrada-2000,numerous camps maintained boy scout camps.,,,
Estrada-2000,staging areas launching pads expanding milf rebellion further.,,,
Estrada-2000,military camps command control government republic philippines.,,,
Estrada-2000,owed allegiance elsewhere.,,,
Estrada-2000,"given these, plus unabated murders, terrorism, abuses, extortion, bombings, illegal control buildings public highways, atrocities committed rebels pursuit secessionist aims, government faced two choices.",,,
Estrada-2000,"one play sucker, keep talkng let problems grow republic real mortal danger.",,,
Estrada-2000,meet force force.,,,
Estrada-2000,armed rebellion demanded armed response.,,,
Estrada-2000,sittingduck strategy never known work well  duck.,,,
Estrada-2000,"order ensure permanent peace future, demolish rebels apparatus making war.",,,
Estrada-2000,"moreover, abstention military action would meant political abdication.",,,
Estrada-2000,"effect, choose military option.",,,
Estrada-2000,forced upon us.,,,
Estrada-2000,used it.,,,
Estrada-2000,succeeded.,,,
Estrada-2000,retaking territories symbolic victory substantive one.,,,
Estrada-2000,"upheld constitutional principle philippines one state, one republic, one government, one military answerable one civilian commander chief, one constitution one flag, one undivided territory.",,,
Estrada-2000,now.,,,
Estrada-2000,forever.,,,
Estrada-2000,ang buong bansa ay nagpupugay sa kagitingan ng mga opisyal mga kawani ng ating sandatahang lakas ng pilipinas sa pamumuno ng ating kalihim ng department national defense ng ating chief staff armed forces philippines.,,,
Estrada-2000,"kasama ng ating mga field commanders, tinupad nila ng buong katapatan katapangan ang kanilang tungkulin sa ating pagsakop ng mga kampo ng milf.",,,
Estrada-2000,"let whole country salute filipino soldiers valiantly bravely fought rebels defense sovereignty, integrity, honor republic philippines.",,,
Estrada-2000,"let whole country pay tribute, particular, gave lives injured fighting preserve unity motherland.",,,
Estrada-2000,sila ay nakadagdag sa hanay ng ating mga bagong bayani.,,,
Estrada-2000,"ngunit ang buong lipunan ay nakikiramay din sa mga mahal sa buhay ng mga nasawi, sa hanay ng dalawang puwersa, sibilyan man mga sundalo.",,,
Estrada-2000,nakikidalamhati tayo doon sa mga nasaktan napinsala ng kaguluhang ito.,,,
Estrada-2000,"war, time win peace.",,,
Estrada-2000,"toward end, government adopted fourpoint strategy approaching mindanao question hereon.",,,
Estrada-2000,invite milf brotherly embrace peace.,,,
Estrada-2000,let us walk away battlefield conference room.,,,
Estrada-2000,must good faith.,,,
Estrada-2000,"must talk peace us, talk preparing war.",,,
Estrada-2000,must accept conditions.,,,
Estrada-2000,"must drop secession, drop criminal activities, drop arms.",,,
Estrada-2000,requests demands.,,,
Estrada-2000,proposals premises.,,,
Estrada-2000,"talk when, where, how, whether not.",,,
Estrada-2000,"flexible timetables methods, principles.",,,
Estrada-2000,reasons demand obvious.,,,
Estrada-2000,briefly discuss reverse order.,,,
